street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Parque de la Fábrica de Gas,43.5389256,-5.6512997,16,22,447,325,0.954415,False
Calle A,43.4864902,-5.663223,44,44,205,205,1,False
Río de Oro,43.5299186,-5.6630989,48,48,1664,1664,1,False
La Granja (Montiana),41.6548302,-4.7485223,37,37,227,227,1,False
Camín del Barreo,43.458737,-5.7560442,100,100,636,636,1,False
Calle La Serena,43.5302463,-5.6651364,48,48,1664,1664,1,False
Cruce a Granda,43.4964242,-5.6699066,49,49,209,209,1,False
Calle Tomás y Valiente,43.5410399,-5.6617145,27,34,503,399,0.995708,False
La Fontica,43.4981559,-5.7338754,113,113,246,246,1,False
Camín de Vinado,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Los Maizales,43.5170591,-5.6225484,41,41,683,683,1,False
Urbanización Molín de la Coría,43.5186215,-5.6512401,70,70,41,41,1,False
Camín del Fondo de Porceyo,43.5102285,-5.7031233,102,102,640,640,1,False
Calle Ventura Alvarez Sala,43.5445164,-5.6622462,20,26,305,234,0.971461,False
Calle Paulina Canga,43.5326579,-5.7035125,20,26,141,108,0.94,False
Travesía de Los Sietos,43.5027834,-5.6070358,104,104,589,589,1,False
Camín de Las Camomilas,43.5319497,-5.6179306,36,36,347,347,1,False
Camín de los Depósitos,43.4862262,-5.7034707,38,38,282,282,1,False
"Calle Fabriciano González ""Fabricio""",43.5275648,-5.6637992,48,48,1664,1664,1,False
Camín de la Regata,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Ronda,43.4872424,-5.6527604,36,36,914,914,1,False
Calle Alfredo Liñero Ribero,43.5241704,-5.7098001,56,56,886,886,1,False
Sanatorio Covadonga,43.5299429,-5.6490638,28,28,258,258,1,False
Calle Federico González-Fierro Botas,-34.9111145,-59.9989403,31,31,451,451,1,False
Camín de Casa Aurelio,43.527819,-5.6041024,35,35,262,262,1,False
Camín del Roblón,43.458737,-5.7560442,100,100,636,636,1,False
Calle Ramón Menéndez Pidal,43.5375623,-5.6861941,54,54,1118,1118,1,False
Calle Zapateros,43.5174467,-5.6843593,31,31,359,359,1,False
Calle Río Eo,43.5236288,-5.6737329,53,53,1368,1368,1,False
Camino de Las Petunias,43.5323645,-5.6289696,36,36,347,347,1,False
Camin del Bocal,43.458737,-5.7560442,100,100,636,636,1,False
Los Fresnos,43.5327097,-5.6611885,48,48,1664,1664,1,False
Calle Luis Braille,43.5404353,-5.6921151,19,25,503,382,0.93004,False
Calle del Transporte,43.5298851,-5.7037902,54,54,1118,1118,1,False
Calle Federica Montseny,43.542944,-5.6987007,19,25,503,382,0.93004,False
Muelle Victoria o El Muellín,43.3363579,-3.0407256,26,29,272,244,0.951837,False
Camino de la Fuente del Pisón,43.5380262,-5.6284532,45,45,540,540,1,False
La Guia,43.5287126,-5.6331235,35,35,183,183,1,False
Calle León,41.6608277,-4.7470655,37,37,227,227,1,False
Camino de La Mina,43.4868745,-5.7409442,100,100,636,636,1,False
Avenida de José Manuel Palacio,43.5365295,-5.6884639,39,39,477,477,1,False
Calle Menéndez y Pelayo,43.5374303,-5.6529695,16,22,447,325,0.954415,False
Calle El Cortijo,-33.3787248,-70.6885069,101,101,225,225,1,False
Calle Julio,43.5100124,-5.6871109,100,100,636,636,1,False
Álava,43.5235781,-5.6785156,31,31,359,359,1,False
Calle Marqués de Urquijo,43.5386477,-5.6468694,44,44,552,552,1,False
Travesía de San Vicente,42.4775046,-4.1061446,90,90,901,901,1,False
trialera de aboño,43.5532773,-5.7147539,48,48,163,163,1,False
Calle Santa Cándida,43.5466632,-5.6610653,29,29,169,169,1,False
Calle Pedro Pablo,43.5270612,-5.6652241,26,26,153,153,1,False
Calle Porvenir,43.5313835,-5.6978475,54,54,1118,1118,1,False
Avenida Gaspar García Laviana,43.5261776,-5.6696148,26,26,153,153,1,False
Calle Fernando Morán Lavandera,43.535545,-5.6610495,26,34,522,399,0.996471,False
Camin de La Picota,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de La Estaquera,43.4795803,-5.7446094,69,69,16,16,1,False
Travesía del Cementerio,43.5182884,-5.7008268,110,110,29,29,1,False
Ateneo,43.5392956,-5.6947164,42,42,462,462,1,False
Calle Pablo Neruda,43.5396233,-5.6919397,20,26,305,234,0.96449,False
Perez de Ayala,43.5321604,-5.6654564,48,48,1664,1664,1,False
Senda de la Playa de Serin,43.5470508,-5.6070613,35,35,262,262,1,False
Nuevos Juzgados,43.4656066,-5.7305504,41,41,837,837,1,False
Plaza del Médico Félix Prieto,43.5409308,-5.7016965,54,54,1118,1118,1,False
Estación Servicio Foro,37.6534166,-1.007712,45,45,670,670,1,False
Ribadesella - Canero,43.5178183,-5.5790273,49,49,1147,1147,1,False
Calle Arqueólogo Manuel Fernández-Miranda,43.5282825,-5.6397016,49,49,1147,1147,1,False
Camín del Bebederu,43.458737,-5.7560442,100,100,636,636,1,False
Calle del Tránsito,43.5253035,-5.6849495,30,36,377,314,0.994368,False
Jardín Botánico,43.5169295,-5.6254317,41,41,683,683,1,False
Calle Navia,43.5391579,-5.6627689,16,22,447,325,0.956088,False
Camín de Casa Pelayo,43.5007047,-5.5977718,50,50,1092,1092,1,False
Calle Balagón,43.5398569,-5.6823686,20,26,305,234,0.96449,False
Camín de La Belonga,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Alejandro Farnesio,43.5394808,-5.7052506,73,73,663,663,1,False
Escuelas de Granda,43.5147198,-5.6439205,104,104,45,45,1,False
Calle Doctor Avelino González,43.5292229,-5.6807565,50,50,46,46,1,False
Camín de la Bodega,43.4795803,-5.7446094,69,69,16,16,1,False
Parking El Arenal,20.776879,-103.694954,72,72,1139,1139,1,False
Calle Concejo de Quirós,43.5229829,-5.645482,108,108,63,63,1,False
Rotonda de Roces,43.5110532,-5.6689137,113,113,311,311,1,False
Calle Thomas Alva Edison,43.5109376,-5.6851498,100,100,636,636,1,False
Calle Juan Alonso,43.5405245,-5.6562282,16,22,447,325,0.956088,False
Camín de Las Gardenias,43.5294735,-5.6221268,49,49,1147,1147,1,False
Calle Canónigo,43.5296156,-5.6843929,87,87,51,51,1,False
Camín de Bareza,43.5154991,-5.7139085,117,117,194,194,1,False
Calle Pérez de Ayala,43.5321604,-5.6654564,48,48,1664,1664,1,False
Avenida La Camocha,43.4904839,-5.6475356,48,48,1664,1664,1,False
Calle La Tecnología,43.5303681,-5.7156552,54,54,1118,1118,1,False
Travesía de Los Avellanos,43.5385626,-5.6052079,49,49,463,463,1,False
Calle Marcelino Camacho,43.5131918,-5.7209314,117,117,194,194,1,False
Carretera Carbonera 11,43.5239062,-5.6678331,48,48,971,971,1,False
Eleuterio Quintanilla,43.5309696,-5.6654056,48,48,1664,1664,1,False
Camín de la Llana del Monte a Tremañes,43.5132981,-5.707881,110,110,29,29,1,False
Camín de Orpín,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle María Josefa,43.5288094,-5.6648296,48,48,1664,1664,1,False
Paseo de la Playa de Poniente,33.810298,-118.390609,61,61,80,80,1,False
Puente de Las Mestas,43.5322695,-5.6418889,28,34,485,399,0.996471,False
Calle Los Astures,43.4870283,-5.6522603,36,36,914,914,1,False
Escalera 3,44.432544,26.1126988,25,42,4,2,1,False
Glorieta del Transporte,43.5298851,-5.7037902,54,54,1118,1118,1,False
Calle Luis Moya Blanco,43.5230071,-5.6136318,50,50,1092,1092,1,False
Camín de la Cumbre,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de Las Margaritas,43.5347212,-5.6177957,36,36,347,347,1,False
Puerto Tarna,43.5316127,-5.6741476,26,31,428,359,0.998536,False
Muelle de Oriente,43.5444285,-5.664078,29,29,169,169,1,False
Calle Soria,43.5295422,-5.6699516,26,31,428,359,0.998536,False
Principe de Asturias,43.5709759,-5.6765797,74,74,668,668,1,False
Senda verde de La Camocha,43.489655,-5.6475084,36,36,914,914,1,False
Camín de Lin de Maruca,43.510115,-5.7067535,102,102,640,640,1,False
Recreo,41.653499,-4.7467329,47,47,541,541,1,False
Calle Prosperidad,43.545696,-5.7018926,18,25,531,382,0.934519,False
Camino de La Muria,43.5266197,-5.697569,36,36,97,97,1,False
Calle de La Noria,-34.7376738,-58.5002096,44,44,1538,1538,1,False
Calle Antonio Cabanilles,43.5334288,-5.6591415,29,29,318,318,1,False
Calle Tirso de Molina,43.5330886,-5.6468142,35,35,183,183,1,False
Calle Luciano Castañón,43.5377593,-5.6535829,16,22,447,325,0.956078,False
Calle Basilio Fernández López,43.5281147,-5.6145659,49,49,1147,1147,1,False
Camín de la Fonte'l Granxu,43.4871617,-5.6301164,33,33,152,152,1,False
Camin de Casa Andres,43.5357152,-5.7406983,48,48,408,408,1,False
Cerilleru,43.5425888,-5.7092119,42,42,462,462,1,False
Camino Playa de la Ñora,43.5331204,-5.5952074,44,44,552,552,1,False
Calle Pinos,43.5313349,-5.6954627,54,54,1118,1118,1,False
Hospital de Jove,43.5489255,-5.7009466,42,42,462,462,1,False
Senda del Cervigón,43.5517785,-5.6141661,50,50,458,458,1,False
Camin de los Manzanos,43.4862262,-5.7034707,38,38,282,282,1,False
Camín de Les Fabariegues,43.4707484,-5.7102691,53,53,1368,1368,1,False
Caleya Chelu Pepón,43.5037022,-5.6006712,104,104,589,589,1,False
Plaza de Granda,43.5139957,-5.6592388,48,48,1664,1664,1,False
Tránsito de las Ballenas,43.5471192,-5.6658999,33,33,2,2,1,False
Camín de Bérbora,43.5303576,-5.6085074,35,35,262,262,1,False
Calle Alto del Real,43.5326489,-5.6555303,21,33,345,219,0.993497,False
Travesía de La Vega,43.5123634,-5.6084749,106,106,552,552,1,False
Parque Antonio Ortega,43.5223166,-5.6760581,26,31,428,359,0.997159,False
Calle Salamanca,43.5462085,-5.6632811,44,44,552,552,1,False
Campo Valdés,43.5451172,-5.6628974,29,29,169,169,1,False
Calle Simón González,43.5405762,-5.6958822,18,25,531,382,0.931366,False
Cruce de la Piti,43.4902051,-5.6722437,42,42,525,525,1,False
Camín de Les Canales,43.4707484,-5.7102691,53,53,1368,1368,1,False
Accesos ZALIA Peñona-ZALIA,42.1847671,-71.1785826,56,56,82,82,1,False
Calle Santa Justa,43.5370259,-5.6641655,27,34,503,399,0.996471,False
Calle Río Cares,43.5195501,-5.6657303,48,48,1664,1664,1,False
Florez Estrada,43.541789,-5.7007222,18,25,531,382,0.931366,False
Camin de Serin,43.4987854,-5.7782733,112,112,27,27,1,False
Calle Belice,43.5398801,-5.6936437,42,42,462,462,1,False
Calle Aragón,43.5251099,-5.6714132,26,26,153,153,1,False
Calle Alicia Concepción Álvarez,43.5100862,-5.6751687,48,48,971,971,1,False
Camín de la Cuesta de Marcelo,43.5033146,-5.6015439,104,104,589,589,1,False
Esperanto,43.531479,-5.6497244,28,28,258,258,1,False
Dolores Ibárruri,43.52547,-5.6829394,26,31,428,359,0.997159,False
Calle Niño Jesús,43.5256673,-5.6668931,29,29,137,137,1,False
Camino de Las Caléndulas,43.5281694,-5.611387,36,36,347,347,1,False
Camín de La Cruz,43.4795803,-5.7446094,69,69,16,16,1,False
Camin de los Blancos,43.4862262,-5.7034707,38,38,282,282,1,False
Camín de Cachai,43.4850737,-5.6199934,49,49,1450,1450,1,False
Muros de Galicia,43.528887,-5.6490857,28,28,258,258,1,False
Rendueles Llanos,43.5354159,-5.6564462,27,34,503,399,0.996471,False
Camín de Les Quintes,43.4707484,-5.7102691,53,53,1368,1368,1,False
Calle Caveda,43.5351321,-5.6621733,27,31,412,359,0.996419,False
Calle La Paz,43.5313346,-5.6578482,29,29,318,318,1,False
Subestacion HC,43.5009741,-5.6644216,46,46,222,222,1,False
Camín de Rozaes,43.4937635,-5.6250004,49,49,1450,1450,1,False
Calle Concejo de Cudillero,43.5236949,-5.6528408,28,28,258,258,1,False
Centro Asturiano,40.3169729,-3.9495331,32,32,115,115,1,False
El Llauredal,43.5428643,-5.702232,42,42,462,462,1,False
Carretera Oviedo - Porceyo,43.4909718,-5.7182191,62,62,838,838,1,False
Camino del Fuerte,43.5505029,-5.6168435,48,48,1664,1664,1,False
Calle Isidoro Acevedo,43.5508705,-5.7052446,42,42,462,462,1,False
Carril bici de Daniel Palacio,43.5273513,-5.650578,108,108,63,63,1,False
Rosaleda,43.545229,-5.6619245,29,29,169,169,1,False
Callejón de Cimadevilla,43.5461205,-5.6635454,28,28,263,263,1,False
Acceso al Parque Arqueológico,40.2341856,-3.5999716,89,89,487,487,1,False
Calle Arquitecto Mariano Medarde,43.536792,-5.7035802,20,24,141,117,0.906835,False
Calle de Los Moros,43.5408874,-5.6632175,29,29,169,169,1,False
Camín de La Venta,43.4864281,-5.7560545,62,62,838,838,1,False
GR 100 Vía de la Plata,43.5150624,-5.6896819,56,56,68,68,1,False
Ambulatorio,43.5288394,-5.677682,28,28,28,28,1,False
San Jose,43.5344067,-5.6618232,48,48,1664,1664,1,False
Calle Concejo de Castrillón,43.524499,-5.6513496,28,28,258,258,1,False
Senda fluvial del Rio Llantones,20.650737,-105.227532,30,30,201,201,1,False
Parque Atalia,43.5185017,-5.6204479,41,41,683,683,1,False
Grupo La Tejerona,43.5288211,-5.6535491,28,28,258,258,1,False
Plaza Florencio Rodríguez,43.3929064,-5.6607106,36,44,247,202,0.765239,False
Calle Monsacro,43.5260339,-5.6838134,31,31,359,359,1,False
Camin del Trole,43.458737,-5.7560442,100,100,636,636,1,False
Calle Uría,43.5384595,-5.6551783,15,23,477,311,0.954395,False
Calle Ave María,43.546375,-5.6608999,29,29,169,169,1,False
Calle Pintor Alejandro Mieres,43.5303249,-5.645673,27,35,503,388,0.996471,False
Camino de los Crisantemos,43.5274099,-5.6135816,49,49,1147,1147,1,False
Avenida de Miguel Hernández,43.5230556,-5.6858061,37,37,101,101,1,False
Travesía de Fomento,43.5417262,-5.6693124,29,29,169,169,1,False
Calle Torno,43.5412733,-5.7039647,18,25,531,382,0.929257,False
Calle Claudio Alvargonzalez,43.5465187,-5.6654107,15,23,477,311,0.954395,False
Calle Fernando Vela,43.5266815,-5.6680419,26,26,153,153,1,False
Calle Independencia,43.5396595,-5.6845467,20,26,305,234,0.960266,False
Calle Anghera,43.5434024,-5.6627664,29,29,169,169,1,False
Calle Morón,43.5321545,-5.6604635,26,34,522,399,0.996471,False
Camino del Barredo,43.5484519,-5.6189962,50,50,458,458,1,False
Calle Margarita Xirgu,43.5389781,-5.6988339,18,25,531,382,0.917175,False
Camín de Los Pumares,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Bailén,43.5391985,-5.6845904,20,26,305,234,0.960266,False
Calle Chopin,43.529232,-5.6841107,87,87,51,51,1,False
Camín de Antón,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de La Llosica,43.4969253,-5.7008918,38,38,279,279,1,False
Residencia Geriatrica,43.5198921,-5.6405399,104,104,45,45,1,False
Parque Puerto de Vegarada,43.5292363,-5.6767225,48,48,21,21,1,False
Campones 142,43.5295702,-5.7005461,54,54,1118,1118,1,False
Plaza de La Braña,43.5121105,-5.6657776,115,115,300,300,1,False
Camino de Viñao,43.5243759,-5.6405214,49,49,1147,1147,1,False
Camin de Arnao,43.5592523,-5.7040465,42,42,462,462,1,False
Calle Juan XXIII,43.5357653,-5.6604968,48,48,1664,1664,1,False
Sin nombre,20.6109726,-100.4864036,82,82,226,226,1,False
Calle Sanz Crespo,43.5399186,-5.6712092,28,28,263,263,1,False
Calle Desfiladero de La Hermida,43.5374562,-5.6819399,20,26,305,234,0.96429,False
Paseo de Rosario Acuña,43.5496344,-5.6379525,29,34,221,189,0.996344,False
Camín del Molín de Lucinda,43.5167478,-5.6078942,50,50,1092,1092,1,False
Calle la Cuestina,43.5585335,-5.7057633,48,48,163,163,1,False
Calle Lealtad,43.5396375,-5.6816836,20,26,305,234,0.96429,False
Calle María Guerrero,43.5210969,-5.6762261,53,53,1368,1368,1,False
Viario interior de El Musel,43.5388095,-5.6732865,28,28,263,263,1,False
Centro de Salud de Vega,16.724027,-98.3714073,40,40,1957,1957,1,False
Calle Les Maestrines,43.5460427,-5.661707,29,29,169,169,1,False
Camín de Santa María,43.5333558,-5.6651751,27,32,412,348,0.996419,False
Río Nalon,43.5211834,-5.6657919,25,30,369,307,0.998761,False
Calle Alegría,43.5301127,-5.6586294,25,30,369,307,0.998761,False
Calle Juan I,43.5354648,-5.6592778,25,30,369,307,0.998761,False
Calle Santiago Carrillo Solares,43.5274506,-5.6607312,25,30,369,307,0.998761,False
Camín de Les Muyerines,43.4707484,-5.7102691,53,53,1368,1368,1,False
Calle Calderón de la Barca,43.5342603,-5.6507104,26,34,522,399,0.996471,False
Matadero de Gijón,43.5036683,-5.6681052,115,115,300,300,1,False
Planta de pretratamiento,38.5683683,-6.3507308,73,76,721,693,0.857704,False
Concejo de San Tirso de Abres,43.5417717,-5.7083904,18,25,531,382,0.919924,False
Plaza del Acuario,43.5253031,-5.6685766,24,29,166,137,0.99,False
Peru,43.5405208,-5.6965072,18,25,531,382,0.919924,False
Calle Pureza,43.5321208,-5.6975083,54,54,1118,1118,1,False
Les Mestes,47.3421195,5.0225333,40,40,16,16,1,False
Camino del Polvorin,43.5251242,-5.684723,37,37,101,101,1,False
Camín de la Ería,43.5169414,-5.7123787,117,117,194,194,1,False
Accesos a El Musel,43.5650047,-5.7097745,39,39,477,477,1,False
Calle Los Campinos,43.4643042,-5.6278161,48,48,1664,1664,1,False
Camín de la Pinganiella,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de las Vueltas,43.5291302,-5.5924643,49,49,1147,1147,1,False
Calle Marco Polo,43.5082443,-5.6879641,100,100,636,636,1,False
Travesía de Los Laureles 2,43.5452906,-5.6190904,49,49,463,463,1,False
Plaza Mayor,43.5449065,-5.6623158,29,29,169,169,1,False
Camín de Los Avellanos,43.4862262,-5.7034707,38,38,282,282,1,False
Avenida de La Juvería,43.5301696,-5.7139931,74,74,668,668,1,False
Camín del Monte Les Cabañes,43.5538211,-5.7126278,48,48,163,163,1,False
Calle Francisco Rodríguez Álvarez,43.5472076,-5.6639877,44,44,552,552,1,False
Calle Manuel de Falla,43.5290062,-5.6855951,87,87,51,51,1,False
"Calle Ataúlfo Friera ""Tarfe""",43.5281565,-5.702672,56,56,886,886,1,False
Carril bici Mariano Pola,43.5400976,-5.6779585,35,35,231,231,1,False
Calle Dolores,43.5235663,-5.6676721,48,48,971,971,1,False
Calle Eulalia de Llanos y Noriega,43.5234669,-5.6760156,26,31,428,359,0.998536,False
Parque de Moreda,43.5368873,-5.680827,35,35,231,231,1,False
Calle Oscar Muñíz,43.5346302,-5.637856,28,34,229,189,1,False
Camín de Camporredondo,43.5340146,-5.5967631,50,50,458,458,1,False
Calle Pedro Puig Adam,43.5238679,-5.6300599,50,50,1092,1092,1,False
Calle Profesor Aurelio Menéndez,43.5262469,-5.6513582,28,28,258,258,1,False
Camín de la Eria,43.5169414,-5.7123787,117,117,194,194,1,False
Ana Maria,43.5266414,-5.6653324,26,26,153,153,1,False
Calle Pintora Pepa Osorio,43.5306059,-5.698327,73,73,663,663,1,False
Calle María Bandujo,43.5465562,-5.6620483,44,44,552,552,1,False
Plaza de los Donantes,43.5175567,-5.6708111,25,25,329,329,1,False
Caleya de La Ería,43.5027288,-5.6182496,41,41,683,683,1,False
Futuro Carril Bici Las Mestas,43.5322695,-5.6418889,27,35,503,388,0.997138,False
Calle Puerto de Somiedo,43.531494,-5.6762379,74,74,22,22,1,False
Calle Lastres,43.5350289,-5.6703521,17,24,91,64,0.974688,False
Calle Torneros,43.5178939,-5.6767127,53,53,1368,1368,1,False
Campu de Golf de Castiello,28.486615,-16.37394,46,46,331,331,1,False
Calle Marqués de San Esteban,43.5420654,-5.6672584,29,29,169,169,1,False
Camín de les Pedruques,43.4707484,-5.7102691,53,53,1368,1368,1,False
Camin de La Francia,43.4795803,-5.7446094,69,69,16,16,1,False
Parque Cristino García Granda,43.5175631,-5.6649765,108,108,66,66,1,False
Carretera de Arroes,43.5142888,-5.5745565,56,56,64,64,1,False
Camino de La Nozaleda,43.4555339,-5.6224256,48,48,1664,1664,1,False
Camín del Cascayal,43.458737,-5.7560442,100,100,636,636,1,False
Calle Antonio Cachero,43.5343265,-5.6593343,26,30,355,307,1,False
Camín de La Caleyina,43.4456552,-5.6216794,48,48,1664,1664,1,False
Calle Guillermo Rodríguez Quirós,43.5120525,-5.7268921,60,60,263,263,1,False
Urgisa,43.545229,-5.6619245,29,29,169,169,1,False
Calle Pintor Marola,43.5363071,-5.6456236,28,34,229,189,0.996344,False
Camín de Pixes,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Sor Juana Inés de la Cruz,43.5194903,-5.6792073,53,53,1368,1368,1,False
Casas Baratas,43.5336667,-5.6510749,26,35,522,388,0.997138,False
Jardín del Dr. Fleming,43.5374221,-5.6377361,28,34,229,189,0.996344,False
Camín del Granxu,43.458737,-5.7560442,100,100,636,636,1,False
Camín de los Pozos de la Arena,43.4948793,-5.604545,106,106,552,552,1,False
Granda,43.5002432,-5.6582422,49,49,1450,1450,1,False
Calle Profesor Miguel Ángel González Muñiz,43.5344338,-5.6590784,26,30,355,307,1,False
Viario del INTRA,43.5523882,-5.7023506,42,42,462,462,1,False
Camino de La Parra,43.5519716,-5.7050079,42,42,462,462,1,False
Calle Las Cruces,43.5461429,-5.6626253,44,44,552,552,1,False
Travesía 2 de Isidoro Acevedo,43.5457539,-5.7045961,39,39,477,477,1,False
Camino del Pontón,43.5256566,-5.7051011,74,74,668,668,1,False
Prao del Cubano,43.5116799,-5.6765197,113,113,128,128,1,False
Pasaje de Begoña,42.1407782,-0.4185524,54,54,697,697,1,False
Calle Concejo de Cangas del Narcea,43.5224236,-5.6489725,108,108,63,63,1,False
Ana María,43.5266414,-5.6653324,26,26,153,153,1,False
Calle Max Planck,43.5030742,-5.6947522,100,100,636,636,1,False
Cementerio de Deva,43.5106642,-5.6026174,104,104,589,589,1,False
Calle Zorrilla,43.5293043,-5.6521068,28,28,258,258,1,False
Calle Ceriñola,43.5393759,-5.6880504,21,26,290,234,0.965863,False
Camín de la Escuela,43.4958721,-5.6817885,49,49,209,209,1,False
Calle Arroyo,43.5338955,-5.6660305,27,32,412,348,0.997043,False
Monteviento,43.5411705,-5.6139521,35,35,262,262,1,False
Camín del Cotarón,43.458737,-5.7560442,100,100,636,636,1,False
Colegio Rey Pelayo,43.5600674,-5.9772031,42,42,577,577,1,False
Camín de La Ería,43.5169414,-5.7123787,117,117,194,194,1,False
Camin del Atayu,43.458737,-5.7560442,100,100,636,636,1,False
Camino del Curioso,43.5397712,-5.6041417,50,50,458,458,1,False
Calle Margarita Salas,43.5318151,-5.6427069,26,35,522,388,0.997138,False
Calle Doctor Luis Heredia Román,43.5260695,-5.6644349,26,26,153,153,1,False
Calle Eusebio Miranda,43.539987,-5.6594799,15,23,477,311,0.949737,False
Camín de Casielles,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Fermín Canella,43.5397427,-5.6686596,28,28,263,263,1,False
Los Puyos,16.367147,-96.647958,46,46,1240,1240,1,False
Calle Joaquín Solís,43.5309098,-5.6587136,26,29,355,318,1,False
Calle Concejo de Colunga,43.5250673,-5.6506445,28,28,258,258,1,False
Calle Concejo de Caso,43.5248416,-5.642473,49,49,1147,1147,1,False
Parque Colonia,43.544254,-5.6343264,44,44,552,552,1,False
Travesía de Atocha,38.0825936,-1.2561961,37,37,107,107,1,False
Plaza de Europa,43.5380319,-5.6638426,15,23,477,311,0.949737,False
Camín de la Ilesia,43.4795803,-5.7446094,69,69,16,16,1,False
Casa les Pieces,43.5357173,-5.7412612,48,48,408,408,1,False
El Molinón,43.5353847,-5.6377475,28,34,229,189,0.993113,False
Calle Pedro Hurlé,43.5300094,-5.650275,28,28,258,258,1,False
Calle Lima,43.5395116,-5.6984324,18,25,531,382,0.911207,False
Calle Progreso,43.5305552,-5.6580894,23,33,315,219,0.997951,False
Calle Muros de Galicia,43.528887,-5.6490857,28,28,258,258,1,False
Camín de Beloño al Cementerio,43.4955148,-5.7372782,100,100,636,636,1,False
Calle Pedro Menéndez,43.540307,-5.6614163,29,29,169,169,1,False
Camin del Castañeu,43.4744927,-5.7129982,41,41,837,837,1,False
Calle de Fernández Vallín,43.5396571,-5.6627188,15,23,477,311,0.949737,False
Calle Cangas de Onís,43.5365703,-5.6675322,29,36,390,314,0.994368,False
Calle Concejo de Caravia,43.5257034,-5.6500269,28,28,258,258,1,False
Calle Esmeralda Maseda,43.5165023,-5.6820343,28,35,69,55,0.99,False
Menendez Pelayo,43.5390594,-5.651893,15,23,477,311,0.949737,False
Calle Blas Pascal,43.5059539,-5.690599,100,100,636,636,1,False
Calle Editor Silverio Cañada,43.5368988,-5.7071698,19,24,148,117,0.943417,False
Calle Blasco de Garay,43.5253347,-5.6299698,50,50,1092,1092,1,False
Hogar del Llano,43.5283343,-5.6621482,25,29,369,318,1,False
Clinica N. S. de Covadonga,43.5299429,-5.6490638,28,28,258,258,1,False
Acceso principal Recinto Ferial Luis Adaro,43.5394089,-5.6374423,45,45,540,540,1,False
Calle de Los Limoneros,37.840579,-0.8524418,69,69,658,658,1,False
Parking El Rinconin,38.4007831,-0.4088211,32,36,243,216,0.955727,False
Avenida Príncipe de Asturias,43.5351272,-5.6866626,39,39,477,477,1,False
Plaza del Monte de Piedad,43.5432916,-5.6631219,29,29,169,169,1,False
Camin del Tiro,43.458737,-5.7560442,100,100,636,636,1,False
Calle Pololo,43.5386014,-5.7090983,18,25,531,382,0.912909,False
Senda de Peña Francia,39.6741657,-3.852271,79,79,450,450,1,False
Calle Pedro de Lucuze y Ponce,42.3722267,-5.033505,34,34,80,80,1,False
Calle Bolivia,43.538514,-5.6930561,42,42,462,462,1,False
Metalurgia,43.5271861,-5.7127476,54,54,1118,1118,1,False
Camín de Los Corredorios,43.4862262,-5.7034707,38,38,282,282,1,False
Camín de la Cuesta San Sebastián,43.4970839,-5.7442921,102,102,640,640,1,False
Camin de la Playa de Estaño,43.5460935,-5.6022533,50,50,458,458,1,False
Camino de Los Cedros,43.5393849,-5.6246818,44,44,552,552,1,False
VICASA,43.545229,-5.6619245,29,29,169,169,1,False
Calle Gregorio Marañón,43.5342421,-5.6425801,26,35,522,388,0.996471,False
Calle Teano,43.5066947,-5.6933611,100,100,636,636,1,False
Calle la Iglesia,43.4931411,-5.6481877,48,48,1664,1664,1,False
Estación de Servicio Contrueces,37.9825453,-2.330302,96,96,500,500,1,False
Calle la Arena,43.5605502,-5.7053456,42,42,462,462,1,False
Plaza de Severo Ochoa,37.6164818,-0.9851547,23,32,359,258,0.983674,False
Camín de Las Presas,43.4960555,-5.6995711,29,29,171,171,1,False
Camino de Las Margaritas,43.5347212,-5.6177957,36,36,347,347,1,False
Campus Universitario,43.52196,-5.63098,106,106,552,552,1,False
Calle Smara,43.5266945,-5.6495108,24,32,302,226,0.997951,False
Parque Calle Colombia,21.0714106,-101.6400041,44,44,87,87,1,False
Camino de Estaño,43.5465977,-5.6044744,50,50,458,458,1,False
Centro Municipal de Empresas,42.1504127,2.4624743,57,57,164,164,1,False
Avenida de Moreda,43.5394974,-5.680171,20,25,305,244,0.973029,False
Calle G Camineros,43.4858811,-5.6533531,36,36,914,914,1,False
Calle Evaristo Valle,43.5376648,-5.6522782,13,23,550,311,0.948049,False
Camín del Tate,43.458737,-5.7560442,100,100,636,636,1,False
Travesía de la Batería,43.5260152,-5.6104197,41,41,683,683,1,False
Empark,43.545229,-5.6619245,29,29,169,169,1,False
Bankunion 2 (Control),43.5420475,-5.6078409,49,49,463,463,1,False
El Tasqueru,38.4007831,-0.4088211,31,36,251,216,0.955727,False
Camino de los Olivos,43.545362,-5.6103883,49,49,463,463,1,False
