street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Calle Jovellanos,43.541727,-5.6614783,8,8,21,21,1,False
E.S. Avenida de Portugal,43.5366666,-5.6736567,35,35,231,231,1,False
Calle Santa Irene,43.5162628,-5.6641686,108,108,66,66,1,False
Luis Vereterra,43.5064309,-5.7295339,117,117,194,194,1,False
Camín de La Viñada,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de La Candelera,43.4941853,-5.6726897,46,46,222,222,1,False
Playa de Poniente,36.7201057,-3.5428089,75,75,181,181,1,False
Calle Bélgica,43.5221558,-5.6702617,53,53,1368,1368,1,False
Calle del Filántropo Carlos Sánchez García,43.2780482,-8.2145279,43,43,294,294,1,False
Camín de la Xía,43.4795803,-5.7446094,69,69,16,16,1,False
Calle del Horno,43.5157674,-5.6740506,48,48,971,971,1,False
Calle Eladio Verde,43.5470339,-5.6635027,35,35,231,231,1,False
Camín de Los Olivos,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Los Prados,43.5243137,-5.6103986,49,49,1147,1147,1,False
Camín de Los Tornos,43.4862262,-5.7034707,38,38,282,282,1,False
Camín de la Fuente del Truébanu,43.4934606,-5.6869849,48,48,971,971,1,False
Callejón de Nava,43.5461205,-5.6635454,28,28,263,263,1,False
Calle Rosalía de Castro,43.5390567,-5.6897782,39,39,477,477,1,False
Calle B,43.4863983,-5.6627608,44,44,205,205,1,False
Avenida de Los Oscos,43.5227084,-5.6485011,108,108,63,63,1,False
Camín de Los Jazmines,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Julio Somoza,43.5437893,-5.6618387,44,44,552,552,1,False
Camín de Braña Berníz,43.4921237,-5.5814347,47,47,1724,1724,1,False
Camín de La Pruvida,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de Tejúa,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Aller,43.5364729,-5.6610078,24,34,566,399,0.996471,False
Camín de Porceyo a La Pedrera,43.4967118,-5.7045778,38,38,282,282,1,False
Camín de Riusecu,43.4850737,-5.6199934,49,49,1450,1450,1,False
Carretera del Obispo,43.5151369,-5.6758173,48,48,971,971,1,False
Camín de La Perdiz,43.4962966,-5.6699617,46,46,222,222,1,False
Camín de Arriba,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Las Campanillas,43.5304119,-5.6152489,36,36,347,347,1,False
Calle General San Martín,43.5401685,-5.7065751,18,25,531,382,0.926683,False
Calle La Cantera,43.5327354,-5.7202002,74,74,668,668,1,False
Calle Santiago,43.5274506,-5.6607312,23,29,401,318,0.998095,False
Camin de La Estacion,43.4832107,-5.7189739,62,62,840,840,1,False
Calle Pintores,43.5174228,-5.6831648,31,31,60,60,1,False
Calle Bobes,43.5339322,-5.6663801,26,31,428,359,0.99853,False
Travesia 2 de Los Arces,43.5462503,-5.6214843,49,49,463,463,1,False
Calle Puerto de Pajares,43.5349025,-5.67455,28,28,263,263,1,False
Camín del Monte Areo,43.5260141,-5.7442126,48,48,408,408,1,False
Calle Santa Inés,43.5377082,-5.6673186,25,35,543,388,0.997138,False
Calle Cardona,43.5411539,-5.7051068,18,25,531,382,0.926683,False
Camín de los Serbales,43.4862262,-5.7034707,38,38,282,282,1,False
Alfonso Camín,43.5308017,-5.6604278,23,29,401,318,0.998095,False
Calle Felipe Menéndez,43.5425085,-5.6657835,29,29,169,169,1,False
Plaza de Los Campinos de Begoña,43.5388083,-5.6600266,13,23,550,311,0.949737,False
Urbanizacion el Rinconin,43.5193063,-5.6399053,104,104,45,45,1,False
Calle Profesor Potter,43.5222935,-5.612019,49,49,1147,1147,1,False
Vial de acceso a la comisaria de la Policía Local,43.5643792,-5.7105422,48,48,163,163,1,False
Carretera d'Avilés,43.5491954,-5.7302513,74,74,668,668,1,False
Calle Puerto del Palo,43.5335198,-5.6785496,28,28,263,263,1,False
Calle Ruta del Alba,43.5374562,-5.6819399,20,26,305,234,0.973029,False
Jenaro Suarez P.,43.5096603,-5.6748894,48,48,971,971,1,False
Mieres,43.2531781,-5.7793636,103,103,23,23,1,False
Felguera Calderería Pesada,43.5370808,-5.6543429,14,23,511,311,0.949737,False
Calle Barreiros,43.5297768,-5.6842969,87,87,51,51,1,False
Calle Río de Oro,43.5299186,-5.6630989,48,48,1664,1664,1,False
Camín de la Armería d'Arriba,43.5016965,-5.6112989,41,41,683,683,1,False
Calle de La Trinchera,43.5287717,-5.6986431,56,56,886,886,1,False
Calle Gregorio García Jove,43.5463282,-5.6620958,44,44,552,552,1,False
Camin de la Cuesta Ñales,43.5137972,-5.5901385,47,47,1724,1724,1,False
Caleya del Depósitu,43.4564554,-5.6078278,47,47,1724,1724,1,False
Calle Ramón del Valle Inclán,43.5189153,-5.6682775,48,48,971,971,1,False
Avenida Juan Carlos I,41.8800515,-5.0452421,24,38,197,124,0.97545,False
Calle Robustiana Armiño,43.5397427,-5.6686596,28,28,263,263,1,False
Camín de Las Amapolas,43.5281088,-5.61726,41,41,683,683,1,False
Calle El Pisón,43.5707501,-5.7272083,36,36,335,335,1,False
Les Cabañes,43.5538211,-5.7126278,48,48,163,163,1,False
Camin de la Carbayera,43.4994999,-5.6618045,46,46,222,222,1,False
Camín del Carbayón,43.458737,-5.7560442,100,100,636,636,1,False
Calle Marqués de Casa Valdés,43.5389556,-5.6540076,14,23,511,311,0.949737,False
Carril bici La Calzada,43.5392956,-5.6947164,42,42,462,462,1,False
Calle Pedro Duro,43.5413697,-5.6666448,35,35,231,231,1,False
Calle Ángel Bejar,36.7510559,-3.5274649,44,44,216,216,1,False
Calle Esther Sastre,43.5307138,-5.6974632,54,54,1118,1118,1,False
Camino de La Carbayera a La Perdiz,43.5032474,-5.6635559,48,48,1664,1664,1,False
Calle Peña Mea,43.524082,-5.6846332,37,37,101,101,1,False
Urbanización Bertrand,43.5236747,-5.6412142,106,106,552,552,1,False
Camino del Vallin de La Providencia,43.5463403,-5.6249957,50,50,458,458,1,False
Mercancías C.C. Los Fresnos,43.5327097,-5.6611885,48,48,1664,1664,1,False
El Alto,43.5326489,-5.6555303,23,33,315,219,0.997951,False
Camín de Les Mariñes a Lleme,43.4982307,-5.7388658,60,60,263,263,1,False
Calle Joaquín Fernández Acebal,43.540837,-5.659447,14,23,511,311,0.949737,False
Calle San Manuel,43.5246787,-5.6643916,48,48,1664,1664,1,False
Carril bici Avenida de El Llano,43.5425888,-5.7092119,42,42,462,462,1,False
Camín de Pumarada,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camino de los huertos de ocio,16.3812009,-94.1910449,90,90,131,131,1,False
Calle Les Pedreres,43.488572,-5.6509755,36,36,914,914,1,False
Porceyo (Centro Comercial),43.5048426,-5.7245062,113,113,246,246,1,False
Camín del Reburiu,43.458737,-5.7560442,100,100,636,636,1,False
Camino de Contrueces,43.5083504,-5.6617108,115,115,300,300,1,False
Parque Primero de Mayo,43.4865579,-5.6505847,36,36,914,914,1,False
Camín de la Fuente Rozaes,43.4981541,-5.6316806,33,33,152,152,1,False
Calle Antolín de la Fuente Cla,43.520474,-5.6629374,48,48,1664,1664,1,False
Calle de Carlos Marx,43.5366388,-5.6734794,28,28,263,263,1,False
Camino de Los Agapantos,43.529981,-5.6078247,49,49,463,463,1,False
Carretera Xixón-Avilés,43.5450886,-5.7280357,73,73,663,663,1,False
Calle San Guillermo,43.5239789,-5.6682337,53,53,1368,1368,1,False
Camino de La Saltadera,43.5492673,-5.6171978,50,50,458,458,1,False
Camino de La Candasina,43.5495605,-5.7065404,42,42,462,462,1,False
Calle Santa Amelia,43.5201983,-5.6611628,48,48,1664,1664,1,False
Calle Valencia,38.3755295,-0.4166187,40,40,883,883,1,False
Calle del General Suárez Valdés,43.5331643,-5.6485261,25,35,543,388,0.997138,False
Camín de Las Medinas,43.4918872,-5.6268662,41,41,683,683,1,False
Camín de los Madroños,43.4862262,-5.7034707,38,38,282,282,1,False
Calle San Luis,43.5367416,-5.6562157,25,35,543,388,0.997138,False
Travesía 1 de Los Arces,43.5513807,-5.6377928,50,50,458,458,1,False
Calle Aurora de Albornoz,43.538732,-5.6913118,39,39,477,477,1,False
Camín del Valdeguín,43.458737,-5.7560442,100,100,636,636,1,False
Calle Recoletas,43.5456136,-5.6631393,26,26,67,67,1,False
Camín de Los Fresnos,43.4862262,-5.7034707,38,38,282,282,1,False
Codema,43.545229,-5.6619245,29,29,169,169,1,False
General Suarez Valdes (Feijoo),43.5319946,-5.6486088,26,35,522,388,0.996291,False
Montevil Oeste,43.5230124,-5.6805547,24,31,464,359,0.998523,False
Calle Cortes de Cádiz,43.537907,-5.6849186,20,26,305,234,0.968899,False
Travesía Atanasio Menéndez,43.5406832,-5.6810246,18,25,531,382,0.926558,False
Camín de Vicentín,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Cirujeda,43.5327259,-5.6553977,23,33,315,219,0.997951,False
Calle Solar,43.5374708,-5.7069341,20,25,141,113,0.94805,False
Calle Dindurra,43.5384286,-5.6581586,14,23,511,311,0.949737,False
Parque de Les Palmeres,41.4383348,2.2229892,16,19,188,158,0.981656,False
Calle Barcas,43.5400303,-5.7043147,18,25,531,382,0.926558,False
Camino de la Estación,43.5407689,-5.7221987,24,24,108,108,1,False
Mercado del Sur,43.537807,-5.6959139,18,25,531,382,0.926558,False
Camino del Saleru,43.5064035,-5.5839919,46,46,1762,1762,1,False
Porceyo,43.5003736,-5.7069402,53,53,29,29,1,False
Camín de Morán,43.5269399,-5.6949099,36,36,97,97,1,False
Sendero litoral de la Costa Este,43.5517785,-5.6141661,50,50,458,458,1,False
San José,43.5344067,-5.6618232,48,48,1664,1664,1,False
Calle de la Tecnología,43.533601,-5.7183419,74,74,668,668,1,False
Calle W-7,43.5314544,-5.6921099,56,56,886,886,1,False
Camín de La Fuente Isabel II,43.4821251,-5.7193765,62,62,840,840,1,False
Camino Viejo del Musel,43.5515719,-5.7034321,42,42,462,462,1,False
Calle Cuba,43.5390785,-5.6938993,20,26,477,367,0.931268,False
Calle García Blanco,43.5337119,-5.6628064,48,48,1664,1664,1,False
Calle Concejo de Illano,43.5434335,-5.7046154,20,26,477,367,0.931268,False
Calle de Berto Turulla,40.2972447,-3.8063259,20,36,61,34,1,False
Calle Felipe II,43.5385245,-5.7033716,20,26,477,367,0.931268,False
Calle Palencia,43.5367625,-5.6611671,14,23,511,311,0.949737,False
Calle María Teresa León,43.5226808,-5.6861513,30,36,377,314,0.994368,False
Camín de Las Anémonas,43.5294453,-5.6152069,45,45,540,540,1,False
Viesques,43.4461507,-5.6281151,45,45,484,484,1,False
Travesía de Las Arenas,43.5451648,-5.6288479,49,49,463,463,1,False
Camin de Casa Tuto,43.556142,-5.7107149,42,42,462,462,1,False
Camino de Los Avellanos,43.5376568,-5.6075281,44,44,552,552,1,False
Alimerka,43.545229,-5.6619245,29,29,169,169,1,False
Camín del Bayu,43.458737,-5.7560442,100,100,636,636,1,False
Camino del Lunes,43.5578839,-5.7130581,48,48,163,163,1,False
Calle Río Nora,43.519838,-5.661696,48,48,1664,1664,1,False
Calle Luisa Balanzat,43.5227009,-5.678781,24,31,464,359,0.998523,False
Calle Laviana,43.5261776,-5.6696148,26,26,153,153,1,False
Camín de Les Poncianes,43.4707484,-5.7102691,53,53,1368,1368,1,False
Calle Victoria Kent,43.5369051,-5.6927423,42,42,462,462,1,False
Calle Llaranes,43.5344198,-5.6695131,36,36,314,314,1,False
Calle Feijoo,43.5321006,-5.6508833,28,28,258,258,1,False
Travesía Estanco,43.5191261,-5.5985085,49,49,1147,1147,1,False
Paseo del Muro,43.5420472,-5.6590004,14,23,511,311,0.949737,False
Camín de La Fontica - La Salle,43.5469764,-5.6604112,29,29,169,169,1,False
Calle Luis Cernuda,43.522135,-5.6870887,28,36,133,104,0.654639,False
Camín de La Ina,43.4795803,-5.7446094,69,69,16,16,1,False
Calle La Piquiella,43.489655,-5.6475084,36,36,914,914,1,False
Gran Capitán,43.5396855,-5.7036395,20,26,477,367,0.928286,False
Camino de la Fábrica de Loza,43.5393501,-5.6837585,21,26,290,234,0.974491,False
Avenida de las Industrias,43.5374451,-5.698032,20,26,477,367,0.928286,False
Calle María Elvira Muñíz,43.5212194,-5.6784666,24,31,464,359,0.998523,False
Camín del Requexón,43.458737,-5.7560442,100,100,636,636,1,False
Camino de la Perdiz,43.5024099,-5.6686288,115,115,300,300,1,False
Iglesia de San Miguel,43.4593415,-3.5798883,50,50,305,305,1,False
Camín de Fresno,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Paquet,43.4850737,-5.6199934,49,49,1450,1450,1,False
Travesía de La Duerna,43.4995347,-5.6271737,41,41,683,683,1,False
Camino de Paquet,43.5431092,-5.7038799,20,26,477,367,0.928286,False
Carretera del Trole,43.5170619,-5.6058892,49,49,1147,1147,1,False
Entrada a Comisaría,43.6873129,-7.6201904,69,69,1348,1348,1,False
Camino de Las Arenas,43.5425444,-5.6283442,44,44,552,552,1,False
Carretera de Somonte a Tremañes,43.5270592,-5.6932296,36,36,102,102,1,False
Carretera de Veriña a San Andres,43.5280275,-5.7388358,50,50,383,383,1,False
Leorio de Abajo,43.5051502,-5.657442,49,49,1450,1450,1,False
Camin de la Cuesta Laura,43.4989569,-5.7193424,44,44,15,15,1,False
Caleya de La Vallina,43.4447858,-5.6042635,49,49,1450,1450,1,False
Calle La Casilla,43.5435311,-5.6646555,29,29,169,169,1,False
Calle Reconquista,43.5344224,-5.655595,26,35,522,388,0.996553,False
Calle El Birle,43.5266028,-5.7090128,54,54,1118,1118,1,False
Cementerio de Montiana,43.5269812,-5.7480304,48,48,408,408,1,False
Calle del Decano Prendes Pando,43.5366157,-5.6660405,24,31,464,359,0.999262,False
Manso,43.5395971,-5.6485132,13,23,550,311,0.949737,False
Grupo San Marcos,43.537686,-5.690101,39,39,477,477,1,False
Calle La Tejera,43.5343086,-5.6547532,25,32,290,226,0.995903,False
Camín de la Fuente de San Feliz,43.5017174,-5.7099694,102,102,640,640,1,False
Hotel Abba Playa Gijon,43.5399244,-5.6539075,14,23,511,311,0.949737,False
Parking Plaza Seis de Agosto,43.5393583,-5.6635586,14,23,511,311,0.949737,False
Residencia,43.5198921,-5.6405399,104,104,45,45,1,False
Calle Senda del Arcediano,43.5372932,-5.684946,54,54,1118,1118,1,False
Camín de las casas,43.5145636,-5.6678177,108,108,66,66,1,False
Camino del Bosque,43.5190001,-5.5932555,50,50,1092,1092,1,False
Camín de Cueto,43.4711707,-5.7193573,62,62,840,840,1,False
Parque Las Cocheras,43.5209671,-5.6672702,48,48,971,971,1,False
Accesu A-8 Villaviciosa - Santander,43.5344401,-5.6447405,25,34,543,399,0.997138,False
Acceso a la playa de Estaño,28.3713259,-16.8705248,44,44,716,716,1,False
Calle Zamora,20.003068,-102.293915,46,46,2034,2034,1,False
Camín del Pondal,43.458737,-5.7560442,100,100,636,636,1,False
Camín de Sánchez Huergo,43.4817916,-5.6931101,38,38,282,282,1,False
Avenida de Manuel Llaneza,43.5353289,-5.6642458,24,31,464,359,0.999265,False
Calle El Ampurdán,43.5602918,-5.7055466,42,42,462,462,1,False
Calle San Paulino,43.5324883,-5.6438897,25,34,543,399,0.997138,False
Camino de la Ería de Polía,43.5455948,-5.7048142,42,42,462,462,1,False
Calle Poeta Angel González Muñíz,43.5298172,-5.6423129,27,34,238,189,0.99,False
Puente'l Piles,16.367147,-96.647958,46,46,1240,1240,1,False
Cuesta del Perru,43.5447144,-5.6219851,50,50,458,458,1,False
Calle Atocha,43.5467099,-5.6640234,28,28,263,263,1,False
Camín de Xiones,43.4850737,-5.6199934,49,49,1450,1450,1,False
Francisco de Paula,43.5351539,-5.6608452,22,29,419,318,0.998761,False
Calle del Arquitecto Miguel Díaz Negrete,43.5358988,-5.7061577,20,25,141,113,0.94805,False
Camín d'Andres M. Solar,43.5026719,-5.6023159,104,104,589,589,1,False
Enlace Aboño - Peñamaría,43.5532773,-5.7147539,48,48,163,163,1,False
Travesía de La Mangada,43.518765,-5.6013971,49,49,1147,1147,1,False
Parque de El Lauredal,43.5428643,-5.702232,42,42,462,462,1,False
Calle Usandizaga,43.5330886,-5.6468142,27,34,238,189,0.99,False
Camín de Los Cinamomos,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Jove y Hevia,43.5296809,-5.6814747,74,74,22,22,1,False
Calle Ingeniero Isidoro Clausel,43.5245497,-5.7120922,56,56,886,886,1,False
Calle Santa Primitiva,43.5159219,-5.6641492,108,108,66,66,1,False
Barros,43.5410753,-5.7056426,42,42,462,462,1,False
Camín de La Belga,43.493732,-5.6675437,49,49,209,209,1,False
Calle Manuel Hevia Carriles,43.540805,-5.7090144,20,26,477,367,0.923646,False
Calle Melquiades Álvarez,43.5445175,-5.662902,29,29,169,169,1,False
Camín del Violín,43.458737,-5.7560442,100,100,636,636,1,False
Calle Espronceda,43.5329828,-5.6678498,24,31,464,359,0.999262,False
Urbanización Las Lomas,43.5160113,-5.6708178,108,108,66,66,1,False
Calle La Peña,43.5412924,-5.6853131,20,26,477,367,0.923646,False
Calle de Los Peques,43.5323295,-5.6587064,22,29,419,318,0.998761,False
Plaza de San Miguel,43.5393585,-5.6579971,13,23,550,311,0.949737,False
Calle Marinos,43.5180845,-5.6776744,53,53,1368,1368,1,False
Camín del Cuervu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Marruecos,43.5271945,-5.708458,54,54,1118,1118,1,False
Camín de Les Maravilles a Pumarin,43.5277007,-5.6876076,87,87,51,51,1,False
Calle Madrid,43.5426559,-5.6638212,14,23,511,311,0.949737,False
Calle César Maese Alonso,43.5079823,-5.673835,48,48,971,971,1,False
Parque de la Fábrica de Loza,43.538244,-5.6867449,26,26,234,234,1,False
Caleya de Vega,43.4900684,-5.6744849,113,113,311,311,1,False
Calderon de la Barca,43.5342603,-5.6507104,26,35,522,388,0.996291,False
Camín del Xardín,43.5088191,-5.7034626,102,102,640,640,1,False
Calle Balbín,43.530599,-5.6572792,23,29,401,318,0.998761,False
Camín de la Fuente,43.4821251,-5.7193765,62,62,840,840,1,False
Calle Hermanos Felgueroso,43.533794,-5.6574474,26,35,522,388,0.996291,False
Valencia,43.5278669,-5.6700791,26,26,153,153,1,False
Camino de el Caravacu,43.5425888,-5.7092119,42,42,462,462,1,False
El Infanzon,-28.5793374,-65.402356,50,50,1922,1922,1,False
Camín de La Ferrera,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Filipinas,43.539733,-5.6944237,20,26,477,367,0.923646,False
Camino de Los Girasoles,43.5410413,-5.6338592,45,45,540,540,1,False
Calle Verónica,43.5429926,-5.699103,39,39,477,477,1,False
El Cruce,27.9945346,-15.8041731,45,45,2090,2090,1,False
Calle Constantina Pérez y Anita Sirgo,43.487684,-5.6516252,36,36,914,914,1,False
La Cinta,37.3427622,-2.1055845,36,36,580,580,1,False
Calle Aurelio de Llano,43.5262469,-5.6513582,28,28,258,258,1,False
Travesía de Las Hayas 2,43.5448253,-5.6165022,50,50,458,458,1,False
Camino de La Coría,43.5186215,-5.6512401,70,70,41,41,1,False
Plaza de José Avelino Díaz Fernández-Omaña,40.2818312,-3.7904192,84,84,36,36,1,False
Peñarrubia,43.5491479,-5.6237759,50,50,458,458,1,False
Camín de Las Magnolias,43.5429406,-5.6369693,44,44,552,552,1,False
La Estación,43.5407689,-5.7221987,24,24,108,108,1,False
Avenida de Rufo García Rendueles,43.5403303,-5.6502015,26,34,522,399,0.996291,False
Camino de Lloreda a la Picota,43.5211052,-5.7057867,102,102,28,28,1,False
Antonio Machado,43.5179177,-5.6709732,48,48,971,971,1,False
Puerta del Sol,2.900706,-75.2670081,34,34,2013,2013,1,False
Camín del Monticu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Jacobo Olañeta,43.541743,-5.6601944,13,24,550,298,0.948878,False
Camín del Campón,43.458737,-5.7560442,100,100,636,636,1,False
Calle C,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Sahara,43.5313284,-5.6636972,48,48,1664,1664,1,False
Travesía de la Fuente de San Feliz,43.5017174,-5.7099694,102,102,640,640,1,False
Camín de Los Campones,43.4862262,-5.7034707,38,38,282,282,1,False
Camino de Las Higueras,43.5450229,-5.6381253,49,49,463,463,1,False
Rotonda de Sanz Crespo,43.5399186,-5.6712092,28,28,263,263,1,False
Camin de la Fuente'l Cañu,41.5951177,1.8969495,83,83,78,78,1,False
Camín de La Rebollada,43.4795803,-5.7446094,69,69,16,16,1,False
"Calle B ""Barrenistas""",43.4866745,-5.6521081,14,14,29,29,1,False
Camín del Xuncalón,43.458737,-5.7560442,100,100,636,636,1,False
Acceso a subestacion HC,43.5090897,-5.6949084,102,102,640,640,1,False
Muelle del Fomentín o del Carbón,43.4820589,-8.2542174,38,38,315,315,1,False
A-8 acceso direccion santander,7.052675,-73.166928,30,35,847,726,0.673884,False
Calle Matilde de la Torre,43.5170849,-5.6855271,26,32,428,348,0.99853,False
Calle Luis Ortiz Berrocal,43.5235101,-5.6343153,69,69,20,20,1,False
Calle Teruel,43.5422199,-5.6644061,27,34,503,399,0.996291,False
Camín del Charco,43.458737,-5.7560442,100,100,636,636,1,False
Travesia del Trole,43.5088192,-5.6138633,104,104,589,589,1,False
Travesia del Monte,43.5471947,-5.7195317,73,73,663,663,1,False
Camín de Los Álamos,43.4893708,-5.7485581,102,102,640,640,1,False
Camin de Las Dalias,43.53316,-5.619023,23,23,7,7,1,False
Leopoldo Alas,43.5331783,-5.652411,28,28,258,258,1,False
Calle Salustio Regueral,43.5430413,-5.6645497,29,29,169,169,1,False
Calle José Antonio Hevia Corte,43.5249515,-5.7083354,74,74,668,668,1,False
Calle Santa Teresa de Jesús,43.5349608,-5.6668316,26,32,428,348,0.99853,False
Plaza de La Corrada,43.5304679,-5.6645444,23,29,401,318,0.998761,False
Camín del Llosu,43.458737,-5.7560442,100,100,636,636,1,False
Jardines de Belarmino García González,43.3919566,-5.6567761,41,41,224,224,1,False
Calle San Nicolás,43.5231572,-5.6705894,53,53,1368,1368,1,False
Camín de La Trapa,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Doctor José Muñíz González,43.5348073,-5.622221,35,35,26,26,1,False
Camín de La Canal,43.4854562,-5.74067,62,62,840,840,1,False
Carril bici Avenida de Torcuato Fernandez Miranda,43.5356892,-5.6410411,26,34,247,189,0.988802,False
Dionisio Cifuentes,43.535651,-5.6230262,14,19,289,213,0.675301,True
Casa El Faque,43.5244876,-5.6005447,36,36,347,347,1,False
General Suarez Valdes,43.5331643,-5.6485261,27,35,503,388,0.996291,False
Calle Galileo Galilei,43.4996388,-5.6999543,38,38,282,282,1,False
Travesía de Las Magnolias,43.5431059,-5.6411996,49,49,463,463,1,False
Calle Emilio Tuya,43.539347,-5.650239,27,35,503,388,0.996291,False
Carretera de Lavandera,43.4813615,-5.6479258,36,36,914,914,1,False
Carretera de Pinzales (Camín Real),43.5093373,-5.8095201,54,54,1118,1118,1,False
Calle Bohemia,43.5371347,-5.6750657,35,35,231,231,1,False
Camin de Zampuca,43.4792535,-5.7460326,100,100,636,636,1,False
Calle Túnez,43.5166692,-5.6757642,48,48,971,971,1,False
Avd. Lauredal,43.5438124,-5.704696,42,42,462,462,1,False
Calle Rioja,43.5328389,-5.6988104,54,54,1118,1118,1,False
Camín de Porceyo a Tremañes,43.5131089,-5.7106317,110,110,29,29,1,False
Calle Constantino,43.5248196,-5.6659674,29,29,137,137,1,False
Calle Puerto de Tarna,43.5316127,-5.6741476,26,32,428,348,0.99853,False
Calle Ada Byron,43.5210241,-5.6089015,49,49,1147,1147,1,False
Camín del Regatu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Ramón González Fernández,43.5413664,-5.6926145,39,39,477,477,1,False
Calle Jardineros,43.5176178,-5.6766171,53,53,1368,1368,1,False
Camín de Monteviento,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Campices,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Malteros,43.5168084,-5.6788268,108,108,66,66,1,False
INEM,43.5377082,-5.6673186,27,34,503,399,0.996291,False
Camín de Aroles,43.4850737,-5.6199934,49,49,1450,1450,1,False
Plaza de Los Fresnos,43.5327097,-5.6611885,48,48,1664,1664,1,False
Camín de la Pumaradina,43.4795803,-5.7446094,69,69,16,16,1,False
Plaza de Miguel Servet,39.3602698,-7.1343848,74,74,618,618,1,False
Calle Zoila,43.5274861,-5.6651391,19,25,209,159,0.969782,False
Calle Puerto de Leitariegos,43.5337216,-5.6742885,23,23,67,67,1,False
Calle Peña Ubiña,43.5276689,-5.6812912,36,36,314,314,1,False
Camín de Aboño,43.5532773,-5.7147539,48,48,163,163,1,False
Camín de La Gola d'Abaxo,43.5108451,-5.7024222,102,102,640,640,1,False
Estación de Servicio Campa,37.9825453,-2.330302,96,96,500,500,1,False
Centro de Transportes,43.489937,-5.7616957,62,62,838,838,1,False
Calle La Xana,43.5593787,-5.9813529,42,42,577,577,1,False
Camping,43.5496575,-5.6367656,50,50,458,458,1,False
Glorieta de Viñao,43.5243661,-5.6412918,106,106,552,552,1,False
Camíno del Rio Turiellos,43.4986154,-5.6727855,113,113,311,311,1,False
Plaza de El Carmen,43.5417415,-5.6659171,27,35,503,388,0.995623,False
Edificio Algarve,43.545229,-5.6619245,24,29,204,169,0.978736,False
Camín de Granda a Cabueñes,43.5121153,-5.6479027,85,85,19,19,1,False
Plaza de la Estación,43.5407805,-5.6723363,24,29,204,169,0.978736,False
Camin de Casa Baron,43.5516015,-5.713079,48,48,163,163,1,False
Calle de Los Periodistas,41.4221504,2.1742922,9,14,134,86,1,False
Calle Río Piloña,43.5186213,-5.6623149,48,48,1664,1664,1,False
Calle Arquímedes,43.5069898,-5.6888218,100,100,636,636,1,False
El Cantu San Xuan,18.1086969,-96.1455984,48,48,703,703,1,False
Carreño Miranda,43.5356829,-5.6441826,26,34,247,189,0.988802,False
Camín de La Caleyona,43.4456552,-5.6216794,48,48,1664,1664,1,False
Calle Novorossiysk,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Adolfo Vega,43.531357,-5.6650808,48,48,1664,1664,1,False
Calle Blas Cabrera y Felipe,43.5070171,-5.6943725,100,100,636,636,1,False
Campo de Fútbol Manuel Rubio,43.5353847,-5.6377475,26,34,247,189,0.988802,False
Avenida Profesor Pérez Pimentel,43.5330962,-5.627573,36,36,347,347,1,False
Calle Manuel Meana Canal,43.5129198,-5.7260058,60,60,263,263,1,False
Calle Joaquín Alonso Díaz,43.5222808,-5.7174549,54,54,1118,1118,1,False
Camín de La Xacona,43.4795803,-5.7446094,69,69,16,16,1,False
Travesía La Casilla,43.5435043,-5.665097,24,29,204,169,0.978736,False
Finca Villa Maria,-32.410657,-63.242623,74,74,813,813,1,False
Calle María Dolores,43.5307484,-5.6971765,54,54,1118,1118,1,False
Camín de La Romia,43.4795803,-5.7446094,69,69,16,16,1,False
Antigua carretera de Pinzales,43.4886745,-5.7186106,62,62,838,838,1,False
"Calle F ""Fogoneros""",43.4859165,-5.6503949,36,36,914,914,1,False
Camín de La Reguera,43.4795803,-5.7446094,69,69,16,16,1,False
Parque Científico y Tecnológico,23.7202324,-99.0819051,90,90,392,392,1,False
Calle Carmen Martín Gaite,43.5165767,-5.6832821,31,31,60,60,1,False
La Fragua,4.5948116,-74.1065391,25,31,668,539,0.998988,False
Calle Puerto de Piedrafita,43.5304785,-5.6756488,36,36,314,314,1,False
Camín de Cefontes,43.4850737,-5.6199934,49,49,1450,1450,1,False
El Parchís,38.4007831,-0.4088211,36,36,216,216,1,False
Camín de la Cuesta de Gil,43.4965405,-5.6837598,49,49,209,209,1,False
Mostoles,40.3233492,-3.8694216,15,23,78,51,0.99,False
"Calle María González ""La Pondala""",43.5093404,-5.7279225,60,60,263,263,1,False
