street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Camín de la Frontera,43.4795803,-5.7446094,69,69,16,16,1,False
Avenida del Aluminio,41.2224749,1.1480542,114,114,129,129,1,False
Calle Alfareros,39.9996816,-4.2771272,80,80,448,448,1,False
Calle González Llanos,43.6153062,-5.7941334,26,26,221,221,1,False
Cai Mar Tirrenu,43.5414244,-5.6829215,20,26,477,367,0.961808,False
Calle San Bernabé,-33.5730235,-70.805693,52,52,1337,1337,1,False
Centro Cultural,43.4951359,-5.6798388,49,49,209,209,1,False
Avenida de la Laminación,43.5302727,-5.713081,54,54,1118,1118,1,False
Camín de La Gola d'Arriba,43.497387,-5.6087509,49,49,1450,1450,1,False
Travesía Carretera de la estación,41.18016,-4.7990485,88,88,708,708,1,False
Camín de La Pedrera,43.4838017,-5.703187,38,38,282,282,1,False
Calle Burriana,39.8884672,-0.2571079,58,58,1058,1058,1,False
Calle Marruecos,43.5271945,-5.708458,54,54,1118,1118,1,False
Calle Concejo de Proaza,43.5420036,-5.7087342,20,26,477,367,0.961808,False
Plaza de la República,43.5341755,-5.6490395,25,34,543,399,0.992732,False
Camín de Fuente Mera,43.4821251,-5.7193765,62,62,840,840,1,False
Calle 3 de Abril de 1979,36.693435,-4.4618706,100,100,82,82,1,False
Calle Carrascu,-33.8194625,-70.7450442,60,60,913,913,1,False
Camín de La Santina,43.4795803,-5.7446094,69,69,16,16,1,False
Avenida de La Camocha,43.4904839,-5.6475356,48,48,1664,1664,1,False
Carretera de El Empalme a Avilés,43.5491954,-5.7302513,74,74,668,668,1,False
Calle Los Romeros,-36.6370128,-72.1214278,31,31,227,227,1,False
Calle E,43.534526,-5.7181479,74,74,668,668,1,False
Camín de La Cirigüeña,43.4795803,-5.7446094,69,69,16,16,1,False
Calle de Los Alas,43.517479,-5.6851512,26,32,428,348,1,False
Calle de San Vicente,43.5442375,-5.662182,29,29,169,169,1,False
Calle Tina Modotti,43.5328127,-5.702156,54,54,1118,1118,1,False
"Calle Pacita Vigíl ""La Guaxa""",43.3904724,-5.6609657,34,40,270,229,0.971182,False
Polígono de Riaño,43.3244363,-5.7212776,86,86,532,532,1,False
Carretera de Tiñana a Buenavista,42.6150471,-4.6036986,85,85,365,365,1,False
Calle Álvarez de las Asturias,43.5354292,-5.6975047,20,26,477,367,0.963676,False
Pintor Marola,43.5363071,-5.6456236,25,34,257,189,0.99635,False
Calle Latores,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Camín del Potru de la Cotariella,43.4673338,-5.6997036,41,41,837,837,1,False
Camín de la Quinta,43.4795803,-5.7446094,69,69,16,16,1,False
Calle de Rafael Fernández,43.537569,-5.6844202,39,39,477,477,1,False
Plazoleta del Campu La Guía,43.5333617,-5.6331523,36,36,347,347,1,False
Calle El Nuberu,43.5602918,-5.7055466,42,42,462,462,1,False
Camín de Bobies,43.4850737,-5.6199934,49,49,1450,1450,1,False
Carretera a Carabañu,43.4706353,-5.724518,62,62,840,840,1,False
Avenida de El Cerilleru,43.5425888,-5.7092119,42,42,462,462,1,False
Camín de La Marruca a La Perdiz,43.5012379,-5.6763554,113,113,311,311,1,False
Calle Pasionaria,20.6742841,-103.255509,16,16,352,352,1,False
Travesía Pico Bustiello,43.5508781,-5.9079162,58,58,438,438,1,False
Carretera Oteru Riba,40.8016585,-2.5109818,42,42,1485,1485,1,False
Urbanización Estrecha 46,38.054212,-0.7215871,61,61,643,643,1,False
Calle María Asunción Catalá (Astrónoma),43.5215305,-5.6094719,49,49,1147,1147,1,False
Avenida del Jardín Botánico,43.5266357,-5.6233666,49,49,1147,1147,1,False
Calle José Antonio Hevia Corte,43.5249515,-5.7083354,74,74,668,668,1,False
Camín de Les Orielles,43.4707484,-5.7102691,53,53,1368,1368,1,False
Hermanos Felgueroso,43.533794,-5.6574474,26,35,522,388,0.992732,False
Carretera Bendición - Carbayín Baxu,43.5290377,-5.6006503,45,45,540,540,1,False
Camín El Xarabal,38.4001573,-0.409397,37,37,1094,1094,1,False
Calle del Ingeniero Marquina,43.3659652,-5.8548181,19,26,1127,823,0.994185,False
Calle El Pelambre,43.5602918,-5.7055466,42,42,462,462,1,False
Estación de Aboño,43.5532773,-5.7147539,48,48,163,163,1,False
Estación de Servicio,37.9825453,-2.330302,96,96,500,500,1,False
Calle Dr. Francisco Grande-Covián,37.2326474,-5.0934378,29,29,5,5,1,False
Calle rio Sella,43.5201585,-5.6662923,48,48,1664,1664,1,False
Calle Altamira,43.5170567,-5.6747389,48,48,971,971,1,False
Calle Vicente Miranda,43.3853983,-5.8251297,45,45,408,408,1,False
Camin de Arnao,43.5592523,-5.7040465,42,42,462,462,1,False
Calle Cabo de Peñas,39.9770778,0.0169388,48,48,72,72,1,False
Carretera de Batiao,43.485201,-5.7732172,116,116,228,228,1,False
Complejo deportivo de Lieres,43.5377751,-5.6697018,24,27,307,273,0.9802,False
Camín de Casa Pepito,43.5124954,-5.7625335,48,48,408,408,1,False
Camín de La Canal,43.4854562,-5.74067,62,62,840,840,1,False
Camín de los Pascones,43.4862262,-5.7034707,38,38,282,282,1,False
Salida sur de Oviedo,43.5219611,-5.6833465,25,33,445,337,1,False
Camino de la Escuela,43.521874,-5.6045073,45,45,540,540,1,False
Camín de Castañeda,43.477272,-5.6969561,53,53,1368,1368,1,False
Calle de Bernardo Casielles,43.3647613,-5.8688577,19,25,16,12,0.88,False
Calle Luis Suárez «Ximielga»,43.3779165,-5.792953,31,31,180,180,1,False
Nitrógeno,43.545229,-5.6619245,29,29,169,169,1,False
Camín de la Pontica,43.5229541,-5.5970755,45,45,540,540,1,False
Calle Horacio Fernández Inguanzo,43.5211379,-5.6641445,48,48,1664,1664,1,False
Calle Molín de La Arena,43.6137478,-5.8035809,49,49,1634,1634,1,False
Calle José Vélez Abascal,43.3677503,-5.8813158,53,53,613,613,1,False
Calle El Ampurdán,43.5602918,-5.7055466,42,42,462,462,1,False
Camino de Cabueñes,43.5313485,-5.6139718,45,45,540,540,1,False
Calle Emilio Villa,43.5430529,-5.6612299,17,23,421,311,0.986706,False
Camín de los Llanos,43.4775936,-5.6952618,53,53,1368,1368,1,False
Calle El Cuélebre,43.5602918,-5.7055466,42,42,462,462,1,False
Camín del Tambor,43.458737,-5.7560442,100,100,636,636,1,False
Calle Sigmund Freud,43.5079373,-5.6924451,100,100,636,636,1,False
Camín del Centro de Salvamento,43.489937,-5.7616957,62,62,838,838,1,False
La Mancha,43.5242278,-5.6723992,21,28,190,142,0.99,False
Camín del Pozón,43.458737,-5.7560442,100,100,636,636,1,False
Segunda Travesía Joaquín Costa,43.2184809,-9.0055751,61,61,382,382,1,False
Plaza del Fontán,43.4954466,-5.7098174,38,38,282,282,1,False
Calle Rigoberta Menchú,43.518012,-5.6692079,48,48,971,971,1,False
Avenida de Schulz,43.5312942,-5.6661761,48,48,1664,1664,1,False
Travesía 2 de Isidoro Acevedo,43.5457539,-5.7045961,39,39,477,477,1,False
Calle Arquitecto Luis Bellido,43.5377916,-5.7043408,20,26,141,108,0.95,False
Camín de Montejurra,43.4850737,-5.6199934,49,49,1450,1450,1,False
Cañada del Regueron,43.4995996,-5.8024799,112,112,100,100,1,False
Calle Peña Sobia,43.524082,-5.6846332,37,37,101,101,1,False
Calle D,43.4860912,-5.6621523,44,44,205,205,1,False
Calle de La Regenta,39.884568,-0.1112525,76,76,293,293,1,False
Parque Calle Colombia,21.0714106,-101.6400041,44,44,87,87,1,False
Camín de La Carrilona,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Jerónimo Ibrán,43.2513526,-5.7729992,45,45,617,617,1,False
Calle Ribadesella,43.5390514,-5.6684078,24,27,307,273,0.981956,False
Los Olmos,43.5425723,-5.6434374,50,50,458,458,1,False
Calle Villafría,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Laviada,43.5261776,-5.6696148,20,26,199,153,0.980304,False
Camín de La Belga,43.493732,-5.6675437,49,49,209,209,1,False
Camín del Turruxón,43.458737,-5.7560442,100,100,636,636,1,False
Autovía del Cantábrico,43.5317665,-5.682925,87,87,51,51,1,False
Calle La Reguera D,43.5317033,-5.641148,27,34,238,189,1,False
Carretera Avilés-Riaño,43.5491954,-5.7302513,74,74,668,668,1,False
Asincar,43.545229,-5.6619245,29,29,169,169,1,False
San Pedro,43.5425167,-5.6676541,29,29,169,169,1,False
Calle Carmen Ruiz Tielve Arias,43.365675,-5.8809808,53,53,613,613,1,False
Calle Antolín de la Fuente Cla,43.520474,-5.6629374,48,48,1664,1664,1,False
Calle Hermanos Felgueroso,43.533794,-5.6574474,26,34,522,399,0.992732,False
Salesas,43.545229,-5.6619245,29,29,169,169,1,False
Camín de Los Pedregales,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Munuza,43.5423203,-5.6629025,17,23,421,311,0.986711,False
Calle Castro Romano,43.5475161,-5.6655514,44,44,552,552,1,False
Calle Carlos Asensio Bretones,43.3585305,-5.8395295,32,32,188,188,1,False
Calle Artillería,43.5473822,-5.6658341,17,23,421,311,0.986711,False
Calle Caveda,43.5351321,-5.6621733,24,32,464,348,1,False
Calle de la Libertad,43.540744,-5.6643223,29,29,169,169,1,False
El Pinal 2,43.282356876,-3.5610589239999997,56,56,1185,1185,1,False
Calle Rioja,43.5328389,-5.6988104,54,54,1118,1118,1,False
Aparcamiento El Corte Inglés,47.3256462,5.0656043,20,32,57,36,1,False
Calle José García Nieto,43.3482791,-5.8480179,99,99,89,89,1,False
Calle Campona,43.5288954,-5.6801883,74,74,22,22,1,False
Parque de El Rinconín,43.5428643,-5.702232,42,42,462,462,1,False
Camín del Monte la Cotariella,43.4750111,-5.7010699,53,53,1368,1368,1,False
Carretera de Granda,43.5147198,-5.6439205,104,104,45,45,1,False
Calle Los Evaristos,43.5349588,-5.6688786,31,36,364,314,0.9953,False
Paseo Luis Prieto Bances,21.9823443,-100.3737637,38,38,1315,1315,1,False
Calle Camin Real,43.5315166,-5.6602219,21,28,439,329,1,False
Camin de la Fuente de la Pepuca,43.4821251,-5.7193765,62,62,840,840,1,False
Calle La Estación,38.7624047,-3.3929543,37,37,312,312,1,False
Camín del Llindón,43.458737,-5.7560442,100,100,636,636,1,False
Calle Lorenzo Medina,43.3146042,-5.6750944,51,51,950,950,1,False
Calle La Granja,41.6548302,-4.7485223,37,37,227,227,1,False
Calle del Carmen,43.5413697,-5.6666448,35,35,231,231,1,False
Calle Antonio Machado,43.5179177,-5.6709732,48,48,971,971,1,False
Travesía de la Laboral,43.5260152,-5.6104197,41,41,683,683,1,False
Río Nalon,43.5211834,-5.6657919,21,28,439,329,1,False
Calle Fresno,41.6586724,-4.7505665,37,37,227,227,1,False
Camín de Payares,43.4850737,-5.6199934,49,49,1450,1450,1,False
Avelino G. Mallada,43.5326726,-5.6502274,22,28,329,258,1,False
Camín de Severies,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camino del Bebederu,43.4941243,-5.6531049,48,48,1664,1664,1,False
Calle Aurelio de Llano,43.5262469,-5.6513582,20,27,361,268,1,False
Carretera de Tabaza a Somonte,42.5025078,-5.4206673,46,46,200,200,1,False
Avenida de Los Oscos,43.5227084,-5.6485011,108,108,63,63,1,False
Calle Las Artes,43.5411697,-5.6761883,29,29,169,169,1,False
Jardines de la Reina,20.6442341,-103.228555,24,24,1281,1281,1,False
Camín de la Riega,41.7611894,-5.7674187,81,81,833,833,1,False
Camín de las Moreras,43.4960555,-5.6995711,29,29,171,171,1,False
Calle del Sol,43.5281568,-5.6790219,20,27,39,29,1,False
Camín de Los Arrieros,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Joaquín García Morán,43.6170203,-5.7943317,25,25,225,225,1,False
Plaza de José Avelino Díaz Fernández-Omaña,40.2818312,-3.7904192,84,84,36,36,1,False
Calle Recoletas,43.5456136,-5.6631393,26,26,67,67,1,False
Plaza del Arzobispo Gabino Díaz Merchán,43.3688331,-5.8680361,53,53,613,613,1,False
Enlace de Bendición,43.4738811,-5.7400333,102,102,640,640,1,False
Camino de La Bovia,43.4628463,-5.6384189,48,48,1664,1664,1,False
Estacion de La Calzada,40.473765,-3.8368361,30,39,113,86,1,False
Camín de la Rastrera,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Mateo Llana Díaz-Estébanez,43.3677057,-5.8686915,18,26,1189,823,0.994957,False
Calle de Las Begonias,43.535772,-5.6229439,16,19,253,213,0.752498,True
Calle Torrevieja,38.0578313,-0.7837866,117,117,396,396,1,False
Contrueces,43.5159162,-5.6611193,76,76,44,44,1,False
Felguera Calderería Pesada,43.5370808,-5.6543429,16,23,447,311,0.985645,False
Puente de Gallegos,42.3191932,-0.7555275,67,67,1003,1003,1,False
Chalets,43.545229,-5.6619245,29,29,169,169,1,False
Biblioteca,43.545229,-5.6619245,29,29,169,169,1,False
Accesos a El Musel,43.5650047,-5.7097745,39,39,477,477,1,False
Calle Vital Aza,36.725224,-4.4161405,26,35,473,351,1,False
Parque de El Rinconin,43.5428643,-5.702232,37,43,524,451,0.755466,False
Calle Carlos González Posada,43.5912593,-5.7659004,47,47,193,193,1,False
antiguo camino,43.4767342,-5.6302035,49,49,1450,1450,1,False
Calle La Fayona,43.5305191,-5.7155124,54,54,1118,1118,1,False
Travesía del Mar,43.5414244,-5.6829215,19,26,503,367,0.957458,False
Camín de la Armería,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Lima,43.5395116,-5.6984324,19,26,503,367,0.957458,False
Manso,43.5395971,-5.6485132,16,23,447,311,0.985645,False
Acceso base SSYEE CRE Asturias,43.5090897,-5.6949084,102,102,640,640,1,False
Calle Capua,43.5407893,-5.6583586,16,23,447,311,0.985645,False
Camin de La Estacion,43.4832107,-5.7189739,62,62,840,840,1,False
Calle Fuente del Real,43.5317196,-5.6585783,21,29,439,318,1,False
Camin de Faro,43.4456552,-5.6216794,48,48,1664,1664,1,False
Calle Pedro Antonio Menéndez,43.3636335,-5.8548614,18,28,1202,772,0.994326,False
Calle la Iglesia,43.4931411,-5.6481877,48,48,1664,1664,1,False
Calle Mendizábal,-38.862669,-62.063447,61,61,939,939,1,False
Porceyo,43.5003736,-5.7069402,53,53,29,29,1,False
Avenida El Campón,43.5402517,-5.7106663,19,26,503,367,0.957458,False
Calle Manolo Quirós,43.5373108,-5.7079947,19,25,148,113,0.97,False
Muselín,43.545229,-5.6619245,29,29,169,169,1,False
Calle Ruiz,37.6051327,-5.7364783,64,64,413,413,1,False
Parque Tecnológico,-23.1620673,-45.7902088,97,97,1090,1090,1,False
Calle El Pelame de Abajo,42.6180645,-6.4650095,122,122,2330,2330,1,False
Calle San Pablo,43.535908,-5.656328,25,35,543,388,0.992732,False
Calle Iglesia,43.4931411,-5.6481877,48,48,1664,1664,1,False
Jose Llama,43.5147283,-5.7258973,60,60,263,263,1,False
Calle Alcalde Parrondo,43.3918077,-5.6587293,41,41,224,224,1,False
Acceso Recinto Ferial Luis Adaro,43.5394089,-5.6374423,45,45,540,540,1,False
Camín del Granxu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Grandiella,43.3606352,-5.511093,58,58,438,438,1,False
Camino de la Ería de Polía,43.5455948,-5.7048142,37,42,524,462,0.758593,False
Camín de Las Camomilas,43.5319497,-5.6179306,36,36,347,347,1,False
Calle Luis Hauzeur,43.5235101,-5.6343153,69,69,20,20,1,False
Camín de La Tejera,43.497704,-5.6654608,49,49,209,209,1,False
Calle Gabriela Mistral,43.5405376,-5.6979116,37,42,524,462,0.758593,False
Calle Anabel Santiago Sanchez,43.3879477,-5.8247574,45,45,408,408,1,False
Calle El Carbayu,43.5602918,-5.7055466,37,42,524,462,0.758593,False
Navalon,43.5447245,-5.6249977,49,49,463,463,1,False
Camín de Culumbiellos,43.4850737,-5.6199934,49,49,1450,1450,1,False
Paseo Pepe Sará,27.7830679,-15.5137213,55,55,519,519,1,False
Cuesta'l Manzanu,43.5058044,-5.7081975,53,53,29,29,1,False
Calle José Luis Álvarez Margaride,43.525473,-5.6192192,49,49,1147,1147,1,False
Calle Cabruñana,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Plaza de Legazpi,40.3909491,-3.6952926,11,15,136,100,1,False
Camín de Faro,43.4456552,-5.6216794,48,48,1664,1664,1,False
Calle Hipatia de Alejandría,43.5214709,-5.6088566,49,49,1147,1147,1,False
Ronda Exterior,43.5189287,-5.6650099,19,29,486,318,1,False
Calle Ignacio A. Castelao,43.3670188,-5.846193,18,26,1189,823,0.993466,False
Prolongación Doña Jimena,43.3955277,-5.7031931,35,35,599,599,1,False
Calle Francisco Javier Sitges,43.5871235,-5.9268791,41,41,711,711,1,False
Camín del Rosal,43.458737,-5.7560442,100,100,636,636,1,False
Carretera de Caldones,43.4724186,-5.6354212,48,48,1664,1664,1,False
Calle José Arenas,17.9852332,-94.5485377,32,32,333,333,1,False
Parking Zarracina,43.5104747,-5.608046,104,104,589,589,1,False
Calle del Castaño,43.5522293,-5.9066092,58,58,438,438,1,False
Calle Pepita Fernández Duro,43.303773,-5.688659,53,53,1464,1464,1,False
Colonia del Piles,40.0301414,-6.0958099,35,42,761,634,0.946847,False
Calle La Cuesta de Olivares,43.3579485,-5.878203,54,54,550,550,1,False
Camín de Casa Meana,43.4856355,-5.7055788,38,38,282,282,1,False
Camino de Las Petunias,43.5323645,-5.6289696,36,36,347,347,1,False
Accesu sentíu Xixón,43.5090897,-5.6949084,102,102,640,640,1,False
Calle Perlora,43.538948,-5.6703245,23,27,320,273,0.987555,False
Pañeda,43.5388647,-5.6820811,20,26,305,234,0.966058,False
Calle Santiago Carrillo Solares,43.5274506,-5.6607312,19,29,486,318,1,False
Camín del Cabañu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Francisco Grande Covián,43.5317122,-5.6711574,36,36,314,314,1,False
Severo Ochoa (Rey Pelayo),39.3495201,-1.9310971,60,60,496,496,1,False
Camin del Huevo,43.458737,-5.7560442,100,100,636,636,1,False
Calle Las Margaritas,-36.6063537,-56.6993764,30,30,932,932,1,False
Calle San Roque,-32.816524,-60.718404,36,41,1164,1022,0.916251,False
Camín del Castañéu de la Vega,18.261241,-66.986023,39,39,696,696,1,False
Calle Rodríguez San Pedro,43.5425167,-5.6676541,29,29,169,169,1,False
Camino de Ceceda a Camás,41.6608277,-4.7470655,37,37,227,227,1,False
Autovía Ruta de la Plata - Viaducto El Cueto,41.2596478,-5.7019777,130,130,420,420,1,False
Camín de La Ería,43.5169414,-5.7123787,117,117,194,194,1,False
Residencia Geriatrica,43.5198921,-5.6405399,104,104,45,45,1,False
Agricultura,43.5274905,-5.7159974,68,74,727,668,0.970289,False
Carretera de San Miguel,43.5065835,-5.5754823,104,104,589,589,1,False
Camino de la Requesada,43.417836,-5.7870329,112,112,102,102,1,False
Calle Arrieta,43.5332879,-5.6461592,28,34,229,189,1,False
Calle Campa,43.5349112,-5.6560426,25,34,543,399,0.992714,False
Calle Ramón María del Valle-Inclán,40.4422149,-3.3674142,77,77,851,851,1,False
Calle General Fonsdeviela,43.5401685,-5.7065751,19,26,503,367,0.957594,False
Avenida de Miguel Hernández,43.5230556,-5.6858061,37,37,101,101,1,False
Calle El Parquín,43.3843506,-5.7038196,63,63,223,223,1,False
Calle José Ramón González-Regueral,43.5421316,-5.698499,19,26,503,367,0.957594,False
Travesia 3,42.6111308,-5.5744583,58,62,553,518,0.992353,False
Plaza de Los Encuentros,43.5175567,-5.6708111,25,25,329,329,1,False
Calle Pérez Galdós,-34.604024,-58.644199,27,27,867,867,1,False
Calle Pepe La Mata,43.5927688,-5.7648299,84,84,269,269,1,False
Calle Aldea Cerdeño,43.3753643,-5.8303986,25,32,826,645,0.967031,True
Presa de San Andrés,20.3786648,-101.2754127,49,49,1333,1333,1,False
Viaducto del Ingeniero Marquina,43.3659652,-5.8548181,19,26,1127,823,0.993466,False
Plaza Zapardel,43.615422,-5.792752,26,26,221,221,1,False
Calle Martínez Vigil,43.4000129,-5.8074902,31,36,187,161,0.952815,False
Acceso a La Laboral,43.5260152,-5.6104197,41,41,683,683,1,False
Calle Dibujante Falo,43.3103967,-5.6957143,35,35,179,179,1,False
Calle Fuente Pando,43.3743891,-5.8253143,55,55,85,85,1,False
Camin del Patatal,43.458737,-5.7560442,100,100,636,636,1,False
Calle Dionisio Fernández-Nespral Aza,43.5410208,-5.6717525,29,29,169,169,1,False
Calle Maestro Joaquín Valdés,43.3066563,-5.6923274,51,51,950,950,1,False
Avenida de Atenas,40.5309378,-3.9098357,74,74,254,254,1,False
Camín de La Belonga,43.4795803,-5.7446094,69,69,16,16,1,False
Plaza la Iglesia,43.3828111,-4.3133854,32,32,614,614,1,False
Calle Jardín de la Mora,43.3144524,-5.686228,51,51,950,950,1,False
Mercadona,43.545229,-5.6619245,29,29,169,169,1,False
Calle del Emigrante,37.5986607,-5.2079429,77,77,998,998,1,False
Calle de La Soledad,43.5468459,-5.6650579,15,22,477,325,0.982709,False
Calle Puerto de Cerredo,43.5340143,-5.6763639,23,27,320,273,0.987555,False
Calle Bogotá,43.5393677,-5.6991951,42,42,462,462,1,False
Calle Doctor Eduardo González Menéndez,43.3550349,-5.8618834,61,63,133,129,0.992946,False
Grupo La Tejerona,43.5288211,-5.6535491,21,27,344,268,1,False
Calle Caridad,43.5401995,-5.6551096,15,22,477,325,0.982709,False
Parque Puerto de Vegarada,43.5292363,-5.6767225,48,48,21,21,1,False
Plaza de Gerardo Diego,43.5228664,-5.687606,37,37,101,101,1,False
Calle Marcelino Rodríguez del Valle,41.2335824,-5.4947413,82,82,888,888,1,False
Calle Salas,43.5318151,-5.6427069,25,35,543,388,0.988258,False
Calle de la Pintora Carolina del Castillo,43.5343769,-5.665688,25,32,445,348,0.999107,False
Calle La Serena,43.5302463,-5.6651364,48,48,1664,1664,1,False
Calle Ideal Rosales,43.5321074,-5.6335928,25,35,543,388,0.988258,False
Camino de La Saltadera,43.5492673,-5.6171978,50,50,458,458,1,False
Camín del Sucu,43.458737,-5.7560442,100,100,636,636,1,False
Calle San Marcelino Champagnat,-31.7267211,-64.4302717,64,64,369,369,1,False
Plaza de la Liberación,38.8020844,-1.7365947,80,80,857,857,1,False
Caleya de La Ería,43.5027288,-5.6182496,41,41,683,683,1,False
Camín de Fontanielles a Trubia,43.4971244,-5.7538395,117,117,194,194,1,False
Calle Molín Los Cañales,43.3824404,-5.819539,26,33,794,625,0.966513,True
Calle Castilla,43.5384765,-5.6459104,44,44,552,552,1,False
Camín del Sevillanu,43.458737,-5.7560442,100,100,636,636,1,False
Camino de la Fuente,43.5001674,-5.6873861,53,53,1368,1368,1,False
Calle Donantes de Sangre,42.5704113,-6.6454273,55,55,1058,1058,1,False
Escuela Politecnica de Ingenieria,19.4307589,-99.230452,37,37,37,37,1,False
Camín del Celleru,43.458737,-5.7560442,100,100,636,636,1,False
Estación de El Berrón,43.3834147,-5.703414,51,51,950,950,1,False
Senda Norte,42.1853905,-5.2697117,102,102,613,613,1,False
Plazuela de San Miguel,41.4157367,-4.7908461,70,70,81,81,1,False
Camín de la Caleyona,43.4456552,-5.6216794,48,48,1664,1664,1,False
Avenida de Manuel Sirgo,43.5239904,-5.7118093,56,56,886,886,1,False
Dolores Ibárruri,43.52547,-5.6829394,24,32,464,348,0.999107,False
Calle Joaquín Villa Cañal,43.3552694,-5.8613446,61,63,133,129,0.992946,False
Travesía 2 del Camino de la Ería de Polía,43.5455948,-5.7048142,42,42,462,462,1,False
Calle Barros,43.5410753,-5.7056426,42,42,462,462,1,False
Camín del Foru,43.4971672,-5.6677532,49,49,209,209,1,False
Avenida de la Economía Social,43.5215013,-5.7115284,113,113,246,246,1,False
Calle Orán,43.5292697,-5.6792558,50,50,46,46,1,False
Camino de la Fontona,43.5302962,-5.6047401,45,45,540,540,1,False
Camino de Los Saucos,43.5362725,-5.608722,44,44,552,552,1,False
Calle Parres,39.246027,-0.2645017,30,30,368,368,1,False
Avenida Del Mar,43.5234704,-5.6538767,28,28,258,258,1,False
Calle Bailén,43.5391985,-5.6845904,26,26,234,234,1,False
Camín de Las Violetas,43.5311153,-5.6170445,36,36,347,347,1,False
Salida Granda Oeste,-20.539655,-54.60436,47,47,1160,1160,1,False
Calle José Francés,43.5585084,-5.9310832,18,25,451,325,0.972173,False
Carril bici Calle Juan Botas,43.5277945,-5.6533993,28,28,258,258,1,False
Calle Los Tejos,-18.0430656,-70.2533974,50,51,923,905,0.507184,False
Camino de la Redonda,43.4708452,-5.6894443,48,48,971,971,1,False
Camino del Camping,43.5496575,-5.6367656,50,50,458,458,1,False
Camín de La Estacion,43.4832107,-5.7189739,62,62,840,840,1,False
Concha Espina,43.5224594,-5.6848637,37,37,101,101,1,False
Calle La Polar,37.8722405,-0.7934985,54,54,600,600,1,False
Carretera de Villaverde y Careñes,39.7211317,-2.2279432,49,49,77,77,1,False
Calle Vicente Jove,43.5398609,-5.6800983,26,26,234,234,1,False
Calle Valle de Oro,32.437618,-116.9968662,17,17,767,767,0.592761,True
Calle El Gaiteru Lliberdón,43.5602918,-5.7055466,42,42,462,462,1,False
Camín de Les Fabariegues,43.4707484,-5.7102691,53,53,1368,1368,1,False
Calle Celso Álvarez Martínez,43.5234858,-5.7068944,68,75,727,659,0.963472,False
Calle Prosperidad,43.545696,-5.7018926,20,26,477,367,0.957503,False
Plaza de Camposagrado,43.5572908,-5.9217452,20,31,499,322,0.985217,False
Retonda de L'Empalme,43.4670943,-5.6899527,113,113,311,311,1,False
Paseo de Los Álamos,19.0698002,-98.2695228,77,77,124,124,1,False
Camín de Figares,43.2801224,-5.8796943,35,35,735,735,1,False
Accesu a El Musel,43.5650047,-5.7097745,39,39,477,477,1,False
Camín del Riu Turiellos,43.458737,-5.7560442,100,100,636,636,1,False
Calle Wenceslao González,42.4118844,-8.0223604,73,73,429,429,1,False
Camino de Lavandera,43.4868536,-5.6499541,36,36,914,914,1,False
Paséu fluvial del Nalón,43.524123,-5.6533173,22,27,329,268,1,False
Calle Rúa,43.612902,-5.7930113,32,32,226,226,1,False
Calle Conde de Guadalhorce,43.5391693,-5.6644101,15,23,477,311,0.982714,False
Calle Santa Rosalía,43.5295667,-5.6676438,21,26,189,153,0.970457,False
Camino de la Media,43.4718901,-5.6446274,36,36,914,914,1,False
Calle Valencia de Don Juan,42.2989084,-5.515007,78,78,1289,1289,1,False
Calle Sagrado Corazón,43.533632,-5.6557982,22,33,329,219,0.996905,False
Mirador del Museo de Anclas,43.5410461,-5.6722094,21,29,233,169,0.99,False
Carretera de Villaviciosa,43.5339574,-5.6405267,24,35,566,388,0.989349,False
Bankunion 2 (Control),43.5420475,-5.6078409,49,49,463,463,1,False
Calle Pin de Pría,43.5262806,-5.6637365,48,48,1664,1664,1,False
Calle Eugenio Tamayo,43.3711353,-5.8442849,24,31,945,731,0.981052,False
"Calle K ""Posteadores""",43.4859565,-5.6540388,37,37,77,77,1,False
Plaza Juanin de Mieres,43.3875996,-5.8245761,45,45,408,408,1,False
Calle Guatemala,43.5401357,-5.6939559,42,42,462,462,1,False
Calle Claudio Alvargonzalez,43.5465187,-5.6654107,14,23,511,311,0.98377,False
Plaza de Los Viveros,43.384422,-5.8222697,26,33,794,625,0.971132,True
Barrio Ciudad Virginia,43.4918317,-5.6487949,48,48,1664,1664,1,False
Calle de Policarpo Herrero,43.3573862,-5.8611121,22,22,81,81,1,False
Travesía del Regatu,43.545194,-5.7123566,20,26,477,367,0.956629,False
Calle Bobes,43.5339322,-5.6663801,22,32,506,348,0.999255,False
Dolores,43.5235663,-5.6676721,48,48,971,971,1,False
Camín de Les Rotelles,43.5062032,-5.7011759,102,102,640,640,1,False
Leorio de Abajo,43.5051502,-5.657442,49,49,1450,1450,1,False
Calle Estadillo,43.5327793,-5.6993623,54,54,1118,1118,1,False
