street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Calle Ruta del Alba,43.5374562,-5.6819399,20,25,305,244,0.939743,False
Calle Guillermo Estrada,43.3577558,-5.8592495,16,23,111,77,1,False
Avenida de Asturias,43.5524904,-5.9037308,58,58,438,438,1,False
Carretera de La Piñera a La Camperona,43.4967118,-5.7045778,38,38,282,282,1,False
Camín de Llorea a Porceyo,43.5117675,-5.7078411,110,110,29,29,1,False
Pasaje de los Manzanos,43.3575718,-5.8622359,19,27,1138,801,0.995387,False
Calle la Libertad,43.540744,-5.6643223,21,29,233,169,0.983562,False
Mirador de los Cuatro Vientos,36.9678019,-3.5387412,115,115,228,228,1,False
Calle Umeru,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Francisco de Paula,43.5351539,-5.6608452,29,29,318,318,1,False
"Carretera de Luanco a Veriña, por Candás",43.5495095,-5.7302875,74,74,668,668,1,False
Calle Puerto Vallarta,43.5288617,-5.6502637,28,28,258,258,1,False
Camín del Molín de Castro,43.5228582,-5.6339277,64,64,42,42,1,False
Calle Huevos Pintos,43.3928336,-5.6541054,44,44,202,202,1,False
Calle Luis Gracia Iberni,43.3638715,-5.8761628,53,53,613,613,1,False
Calle Margarita Xirgu,43.5389781,-5.6988339,19,26,503,367,0.961248,False
Calle El Viento,-33.6178437,-70.5982776,106,106,620,620,1,False
Calle Teatro,-37.2831142,-72.7113354,69,69,1023,1023,1,False
Isla de Cuba,40.6911534,-3.4590887,55,55,364,364,1,False
Calle Cirujeda,43.5327259,-5.6553977,25,33,290,219,0.996905,False
Camino de Las Palmeras,43.5445854,-5.6407013,49,49,463,463,1,False
Camín vieyu a Les Cabañes,42.3328165,2.9988469,60,60,560,560,1,False
Plaza del General Primo de Rivera,43.3674033,-5.8505937,7,11,69,43,0.99,False
Los Tubos,20.7104147,-105.2024076,48,48,1137,1137,1,False
Calle de los Hermanos Lumière,43.5052925,-5.7004914,102,102,640,640,1,False
Carretera Irún - La Coruña,43.4035835,-3.2957198,62,62,267,267,1,False
Calle L Lampisteros,43.4845529,-5.6553422,37,37,77,77,1,False
Calle Foces del Río Aller,43.5379506,-5.6812408,20,25,305,244,0.939743,False
Carretera de Veriña a San Andrés,43.5280275,-5.7388358,50,50,383,383,1,False
Calle El Marqués,20.5779088,-100.2485001,68,70,901,875,0.999585,False
Calle de Los Limoneros,37.840579,-0.8524418,69,69,658,658,1,False
Los Laureles,43.5446479,-5.6227505,44,44,552,552,1,False
Parque Antonio Ortega,43.5223166,-5.6760581,24,32,464,348,0.997085,False
Calle Enrique III,43.5424795,-5.663274,27,35,503,388,0.986674,False
Calle La Baragaña,43.5305191,-5.7155124,54,54,1118,1118,1,False
Calle Tito Bustillo,43.4613735,-5.0672111,35,35,526,526,1,False
Camino de La Campona,43.4901783,-5.6225951,33,33,152,152,1,False
Calle Mario Nuevo,25.8599806,-100.3066504,86,86,474,474,1,False
Calle Silencio,43.5329081,-5.6982524,54,54,1118,1118,1,False
Calle José López Muñiz,43.3612907,-5.8396822,30,40,51,38,1,False
Plaza del Conceyín,43.5253031,-5.6685766,23,29,173,137,0.99,False
Cementeriu de Deva,43.5106642,-5.6026174,104,104,589,589,1,False
Calle Travesía del Cristal,43.5729303,-5.9287918,21,34,447,276,0.994172,False
Calle Ramón Argüelles,43.3137867,-5.6910858,38,38,165,165,1,False
Plaza Alejandro Cabrales Valle,43.3119529,-5.6937873,38,38,165,165,1,False
Alvarez Garaya,43.5409923,-5.6656273,29,29,169,169,1,False
Camino del Horno,43.5156001,-5.6738723,48,48,971,971,1,False
Camín de la Terrona,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Hevia Bolaños,43.3530457,-5.8439808,49,49,891,891,1,False
Camín de Genarín,43.4850737,-5.6199934,49,49,1450,1450,1,False
Avenida de Olivares,37.3577078,-6.1414515,40,40,459,459,1,False
Travesía Eulogio Varela Hervias,43.615803,-5.7912569,26,26,221,221,1,False
Camín del Baragañón,43.458737,-5.7560442,100,100,636,636,1,False
Cruce Infanzon,43.5155216,-5.6053801,50,50,1092,1092,1,False
"Plaza Vicente José Fernández Suárez ""Pepe Vicentón""",43.4007872,-5.808688,32,32,183,183,1,False
Estación de servicio Funtesila,37.9825453,-2.330302,96,96,500,500,1,False
Paseo del Parque,43.5397964,-5.6421899,45,45,540,540,1,False
Carretera de Vitienes,38.5683683,-6.3507308,76,76,693,693,1,False
Calle Federico Romero,40.6021244,-3.9038302,56,56,134,134,1,False
Calle Cataluña,43.5247063,-5.6730575,23,29,173,137,0.99,False
PR-AS 160,-22.8371904,-42.9727897,68,68,1016,1016,1,False
Calle Severo Ochoa,43.5286697,-5.6739791,24,32,464,348,0.999258,False
Calle La Peña,43.5412924,-5.6853131,19,26,503,367,0.953742,False
Parque Las Cocheras,43.5209671,-5.6672702,48,48,971,971,1,False
Camín de Beloño al Cementerio,43.4955148,-5.7372782,100,100,636,636,1,False
Plaza Piñeo,43.5355827,-5.9052736,47,47,211,211,1,False
Calle Joaquín Alonso Díaz,43.5222808,-5.7174549,54,54,1118,1118,1,False
Camino de los Crisantemos,43.5274099,-5.6135816,49,49,1147,1147,1,False
Paséu de los pensionistes,43.3662053,-5.8268186,18,27,1202,801,0.992169,False
Calle Nicolás Redondo Urbieta,43.5153744,-5.7221524,60,60,263,263,1,False
Camín de San Andrés a Candás,43.5129346,-5.7766473,113,113,246,246,1,False
Avenida de La Vegona,43.5371941,-5.660652,17,23,421,311,0.989935,False
Calle Michel Faraday,43.5119581,-5.6831162,50,56,77,68,0.994536,False
Carretera de Trexu,38.5683683,-6.3507308,76,76,693,693,1,False
Calle Carmen Amaya,43.5214864,-5.676836,53,53,1368,1368,1,False
Iglesia de San Andrés,43.5209568,-5.7465706,48,48,408,408,1,False
Calle Monte Deva,43.5276654,-5.6829734,87,87,51,51,1,False
Camín del Bayu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Argüelles,43.539347,-5.650239,27,35,503,388,0.986674,False
Autovía Ruta de la Plata - Túnel Angel Uriel,43.3590014,-5.8268482,107,107,89,89,1,False
Paseo de Valdeflora,43.3762997,-5.8585371,36,36,764,764,1,False
Pasarela de Moreda,43.5394974,-5.680171,20,26,305,234,0.946714,False
Avenida Prudencio González,43.4418263,-5.8537829,59,59,186,186,1,False
Calle El Lloréu,43.5602918,-5.7055466,42,42,462,462,1,False
Camino de las Mimosas,43.5484934,-5.6359258,44,44,552,552,1,False
Pasaje del Peral,43.5359046,-5.8929755,39,39,1039,1039,1,False
Camín La Playa,41.7611894,-5.7674187,81,81,833,833,1,False
Camín de Manuel Martínez Blanco (El Maestru),37.9769273,-1.0733244,32,32,189,189,1,False
Calle Prau Picón,43.5368959,-5.6813543,35,35,231,231,1,False
Calle Filósofo José Gaos,43.5341787,-5.6718943,23,23,67,67,1,False
Calle Federica Montseny,43.542944,-5.6987007,19,26,503,367,0.95204,False
A-8 salida 328,43.5157251,-5.6894788,113,113,128,128,1,False
Calle del Rosario,43.5464844,-5.664112,35,35,231,231,1,False
Camín de La Nisal,43.4795803,-5.7446094,69,69,16,16,1,False
Calle La Barreda,43.4664487,-5.1819413,47,47,1628,1628,1,False
Camino a El Cabornio,43.5425888,-5.7092119,42,42,462,462,1,False
Cai Los Sauces,43.5477682,-5.6344747,50,50,458,458,1,False
Paseo del Emigrante,38.0416696,-3.4585428,60,60,609,609,1,False
Calle Ajustadores,43.5172052,-5.6782012,53,53,1368,1368,1,False
Pasaje de Las Vegas,43.5084692,-5.6468668,49,49,1450,1450,1,False
Camín de la Cerca Baxo,43.5091081,-5.7057541,102,102,640,640,1,False
Calle Ramón Garay,18.4019015,-66.0264837,32,39,168,137,1,False
Plaza del Instituto,43.5416043,-5.6619362,8,8,21,21,1,False
Camín del Charco,43.458737,-5.7560442,100,100,636,636,1,False
Camin de La Campa,43.5582353,-5.7084769,48,48,163,163,1,False
Calle Guipúzcoa,43.5252564,-5.6726386,22,28,181,142,0.99,False
Calle Darío de Regoyos,41.7300598,-4.6453626,57,57,935,935,1,False
Camín de la Barrera,43.4795803,-5.7446094,69,69,16,16,1,False
Plaza La Escandalera,43.3621646,-5.8476857,19,27,1138,801,0.987947,False
Calle Río San Pedro,-33.0569691,-71.5379992,75,75,327,327,1,False
Urbanización Molín de la Coría,43.5186215,-5.6512401,70,70,41,41,1,False
Travesía Sabino Alonso Fueyo,43.3045262,-5.7040656,97,97,77,77,1,False
Calle Pablo Iglesias,43.5355182,-5.6531663,26,35,522,388,0.986023,False
Calle los Deportistas,-34.8549194,-58.5546306,109,109,900,900,1,False
Carretera de Posada de Llanera a La Campana,43.4407051,-5.8019884,100,100,636,636,1,False
Carretera de La Figar,43.4674838,-5.7157598,41,41,837,837,1,False
Calle Melquíades Álvarez,43.5445175,-5.662902,29,29,169,169,1,False
Camino Playa de la Ñora,43.5331204,-5.5952074,44,44,552,552,1,False
Camino de la Llosa,43.5120009,-5.7003247,102,102,640,640,1,False
Calle Joaquín Fernández Acebal,43.540837,-5.659447,16,23,447,311,0.990996,False
Puentin de Deva,43.5106642,-5.6026174,104,104,589,589,1,False
Calle Puerto Somiedo,43.531494,-5.6762379,74,74,22,22,1,False
Camín del Ferrerín,43.458737,-5.7560442,100,100,636,636,1,False
Calle Muyeres de la Paxa,43.5871058,-5.7720961,43,43,599,599,1,False
Jardín de Mireia Asenjo Fernández,-21.2316117,-50.433741,40,46,175,152,0.987589,False
La Fuente del Güevu,43.5468532,-5.7106426,19,26,503,367,0.952462,False
Calle Isidro Gonzalez Suárez,43.4246785,-5.8319051,45,45,249,249,1,False
Calle General Acevedo y Pola,43.3915575,-5.7065962,35,35,599,599,1,False
Calle Azcárraga,43.5329738,-5.6632942,48,48,1664,1664,1,False
Calle Llanera,43.5353289,-5.6642458,24,32,464,348,0.998777,False
Carretera San Tiso - Lada,43.5065835,-5.5754823,104,104,589,589,1,False
Ruta de los Molinos del rio Profundu,37.6860974,-4.4763364,59,59,738,738,1,False
Calle Charles Chaplin,43.4868114,-5.6531235,36,36,914,914,1,False
Calle Maestra Esperanza Martínez,43.3113208,-5.6819303,53,53,1464,1464,1,False
La Tejera de Sotiello,43.5343086,-5.6547532,33,33,219,219,1,False
Camino de la Caña,42.2912836,-8.6147903,31,31,329,329,1,False
Parque Atalia,43.5185017,-5.6204479,41,41,683,683,1,False
Camín de Las Gardenias,43.5294735,-5.6221268,49,49,1147,1147,1,False
Plaza del Carmen,43.5419364,-5.6646542,27,34,503,399,0.986023,False
Segunda Travesía Molín del Sutu,43.3094929,-5.6988342,98,98,79,79,1,False
Escalera 3,44.432544,26.1126988,29,43,3,2,1,False
Parque Tecnológico de Asturias,43.4237554,-5.8232764,84,84,126,126,1,False
Camín de la Fuente de La Folguera,43.4821251,-5.7193765,62,62,840,840,1,False
Calle Leonardo García Ovies,43.6161425,-5.7958643,25,25,225,225,1,False
Calle Conde Sizzo,43.305216,-5.6920556,51,51,950,950,1,False
Calle Torno,43.5412733,-5.7039647,19,26,503,367,0.95167,False
Calle Alcalde Luís Treillard,43.5739094,-5.963367,42,42,577,577,1,False
Camin de San Xuan,43.483759,-5.7011194,38,38,282,282,1,False
Calle Rosa Menéndez,40.6778636,-3.7785087,53,53,56,56,1,False
Calle Mariscal Solís,43.3668685,-5.8639914,21,26,382,309,0.970875,False
Travesía Gonzalez Dávila,43.5391873,-5.9090618,18,31,330,191,0.993548,False
Calle Oscar Olavarría,43.5462533,-5.6647202,26,26,234,234,1,False
Cai Inocencio Solis,43.587611,-5.7696514,57,57,1134,1134,1,False
Recepción de La Laboral,43.5260152,-5.6104197,41,41,683,683,1,False
Paseo del Párroco González Pola,43.6146884,-5.791987,26,26,221,221,1,False
Calle Cuenca,43.5341338,-5.660141,29,29,318,318,1,False
Calle de Los Soldadores,43.5161111,-5.6781845,53,53,1368,1368,1,False
Eleuterio Quintanilla,43.5309696,-5.6654056,48,48,1664,1664,1,False
Camín del Castañerín,43.4711506,-5.7102775,53,53,1368,1368,1,False
Calle Párroco Don José Fernández Teral,43.541735,-5.9048232,18,31,330,191,0.993548,False
Camín de La Barquera,43.4812239,-5.7051096,38,38,282,282,1,False
Calle del Fuerte,43.5480017,-5.665412,15,15,35,35,1,False
Camín de los Cobatos,43.4862262,-5.7034707,38,38,282,282,1,False
Camino de La Paxarona,43.4601184,-5.6555971,36,36,914,914,1,False
Calle Río Nora,43.519838,-5.661696,48,48,1664,1664,1,False
"Calle Norte, 6",19.288162,-98.9298659,22,22,1456,1456,1,False
Camino de la Pica,40.1160748,-6.7962686,76,76,308,308,1,False
Calle Caldereros,38.7617373,-3.3930527,37,37,312,312,1,False
Calle Juan Uria (Historiador),43.3699538,-5.8424524,25,31,907,731,0.985947,False
Camín de la Teyera,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Isaac Newton,43.5080558,-5.6800204,53,53,1368,1368,1,False
Calle Decoradores,43.5179578,-5.679691,53,53,1368,1368,1,False
Calle Maria Josefa Canellada,43.5357172,-5.8870162,57,57,696,696,1,False
Calle Agustín González,38.0876267,-3.6229372,38,38,225,225,1,False
Calle Tigre Juan,43.3849411,-5.8160551,89,89,77,77,1,False
Los Prados,43.5237188,-5.6072106,36,36,347,347,1,False
Los Limoneros,43.5423233,-5.6256005,44,44,552,552,1,False
Camín de los Geranios,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Pravia,43.2547312,-5.7792121,103,103,23,23,1,False
Calle Benjamín Ortiz,-33.4400371,-70.6677869,36,41,1394,1224,0.998829,False
Camino de la Badolla,43.4626481,-5.7171356,62,62,840,840,1,False
Plaza de Castilla,41.6605223,-4.7347392,35,35,425,425,1,False
Calle Pracesa,43.444256,-5.8192545,38,38,396,396,1,False
Avenida del Mar Cantábrico,43.5234704,-5.6538767,21,27,344,268,0.998912,False
Calle Prado del Marqués,40.6049212,-4.3283146,52,52,536,536,1,False
Calle Les Caleyes,43.486229,-5.4286508,53,53,1374,1374,1,False
Carretera del Rubín,43.5381247,-5.7060743,20,26,141,108,0.962765,False
Calle Hermanos Soria,43.5052925,-5.7004914,102,102,640,640,1,False
Calle Fuente Villar,43.3121725,-5.6862594,51,51,950,950,1,False
Carretera a Pajomal,43.4706353,-5.724518,62,62,840,840,1,False
Calle la Gabiana,43.5305191,-5.7155124,54,54,1118,1118,1,False
Oasis,43.5332275,-5.6559065,33,33,219,219,1,False
Calle río Arlós,20.3880074,-99.9629702,36,36,1898,1898,1,False
Carril bici Avenida de Torcuato Fernandez Miranda,43.5356892,-5.6410411,24,33,267,194,1,False
Camino de Pantaleon,43.5423424,-5.6036028,44,44,552,552,1,False
Accesu a Lluanco,43.5090897,-5.6949084,102,102,640,640,1,False
Camín de La Carreterona,43.4795803,-5.7446094,69,69,16,16,1,False
Antigua AS-17,43.4098935,-5.8026261,45,57,48,38,1,False
Complejo deportivo Las Mestas,43.5322695,-5.6418889,25,35,543,388,0.98288,False
Plaza de La Poesía,41.6881684,-0.8749356,70,70,22,22,1,False
Travesía La Casilla,43.5435043,-5.665097,22,29,223,169,0.981949,False
Calle Las Cruces,43.5461429,-5.6626253,44,44,552,552,1,False
El Tasqueru,38.4007831,-0.4088211,36,36,216,216,1,False
Calle Cabo Ortegal,43.736927,-7.8739485,54,54,720,720,1,False
Camino Huerta,41.6609782,-4.7383493,37,37,227,227,1,False
Calle El Morralín,43.5602918,-5.7055466,42,42,462,462,1,False
Calle Coaña,43.523754,-5.6541765,22,27,329,268,1,False
Calle Pepe Cosmen,43.3688125,-5.8509177,20,29,142,98,1,False
Control,43.545229,-5.6619245,22,29,223,169,0.981949,False
Casas de Harmonia,43.5271405,-5.6916686,36,36,102,102,1,False
Calle Casa La Morena de Olivares,43.362601,-5.8798514,54,54,550,550,1,False
Camino del Arbeyal,43.5423251,-5.6920139,39,39,477,477,1,False
Avenida de Bruselas,36.7444657,-3.5282846,44,44,216,216,1,False
Carretera del Rayo,41.6623405,-4.7669565,75,75,407,407,1,False
El Camín del Molín,41.7719801,1.7289662,57,57,386,386,1,False
Calle José Manuel Buján Álvarez,43.368225,-5.8832706,54,54,550,550,1,False
Calle de La Xana,43.5593787,-5.9813529,42,42,577,577,1,False
Calle Contracay,43.5442999,-5.6630972,22,29,223,169,0.981949,False
Camino de la Mortera,43.5211897,-5.6862697,36,36,314,314,1,False
Calle Talleres de Carros,43.3803315,-5.8231601,72,72,40,40,1,False
Planta de pretratamiento,38.5683683,-6.3507308,76,76,693,693,1,False
La Escalerona,43.5088807,-5.8079412,56,56,886,886,1,False
Carretera de Avilés,43.5373045,-5.7125139,46,46,56,56,1,False
Calle Pico Sellón,43.5673089,-5.954736,87,87,207,207,1,False
Calle del Vallín,43.5396571,-5.6627188,16,23,447,311,0.984329,False
Calle Jorge Juan,43.5090553,-5.6876476,100,100,636,636,1,False
Calle Asturcón,43.5773381,-5.9526555,40,40,721,721,1,False
Camín del Cantón,43.458737,-5.7560442,100,100,636,636,1,False
Plaza de Trascorrales,43.3609765,-5.8438737,19,19,82,82,1,False
Calle José Moreno,43.5183738,-5.667304,48,48,971,971,1,False
Calle Corrida,43.5417191,-5.6639994,26,35,522,388,0.98467,False
Calle Rafael Urrusti,43.3531694,-5.835541,106,106,102,102,1,False
Patronato,43.545229,-5.6619245,29,29,169,169,1,False
Calle Entreñores,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Jardines de Samuel Gonzalez Granda,43.5407112,-5.6945277,42,42,462,462,1,False
Paseo de La Herradura,19.9660977,-102.3100324,26,26,866,866,1,False
Calle Pepín Rodríguez,43.3749822,-5.8024985,42,54,488,380,0.986221,False
Calle Manuel del Fresno,43.5129198,-5.7260058,60,60,263,263,1,False
AutoKing,43.545229,-5.6619245,29,29,169,169,1,False
Calle El Pradín de Olivares,43.3602392,-5.8812506,54,54,550,550,1,False
Calle de Pío XII,39.4300409,-0.4205726,35,35,59,59,1,False
Parque Colonia,43.544254,-5.6343264,44,44,552,552,1,False
Camín de Xuana,43.4850737,-5.6199934,49,49,1450,1450,1,False
Oviedo Ooeste,43.4520143,-5.7693453,100,100,636,636,1,False
Calle Vetusta,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Menéndez Valdés,43.540457,-5.6597233,16,23,447,311,0.984329,False
Hospital de Riañu,43.5489255,-5.7009466,42,42,462,462,1,False
Carretera Grado - Sama - Trubia,43.3323743,-6.001514,52,52,1403,1403,1,False
Calle Mercator,43.5083508,-5.6864233,102,102,640,640,1,False
Plaza de los Sanitarios de Asturias,43.5175567,-5.6708111,25,25,329,329,1,False
Calle Juan Botas,43.5277945,-5.6533993,22,27,329,268,0.998912,False
Calle Clermont-Ferrand,43.3604715,-5.8307783,63,63,49,49,1,False
Calle Doctor Rimada,43.4108621,-5.5561588,47,47,774,774,1,False
Calle David Vázquez Martínez,43.314719,-5.6979759,38,38,165,165,1,False
ZALIA,43.545229,-5.6619245,29,29,169,169,1,False
Camín Nuevo de la Llama,43.5042309,-5.7790997,54,54,1118,1118,1,False
Calle Uría,43.5384595,-5.6551783,16,23,447,311,0.984329,False
Avenida Fundación Príncipe de Asturias,43.364755,-5.8572544,26,26,823,823,1,False
Calle Siero,43.4063759,-5.8059088,25,32,907,708,0.985426,False
Parque Primero de Mayo,43.4865579,-5.6505847,36,36,914,914,1,False
Calle José Menéndez Carreño Cuchichi,43.3856757,-5.8262678,45,45,408,408,1,False
Carretera Xixón - Avilés,43.5450886,-5.7280357,73,73,663,663,1,False
Caleya del Monte Mirón,43.4834216,-5.7067573,38,38,282,282,1,False
Poligono Bankunion 2,19.525344,-99.016816,88,88,715,715,1,False
Camín del Embalse,43.458737,-5.7560442,100,100,636,636,1,False
Travesía Escultor Antón,43.5887046,-5.7695187,41,41,624,624,1,False
Calle Monseñor Óscar Arnulfo Romero,43.3766156,-5.846683,75,87,91,79,1,False
Calle Colegio Santo Domingo de Guzmán,43.3798812,-5.8185443,89,89,77,77,1,False
Calle Padre Florencio,-32.149628,-56.1218,105,105,557,557,1,False
Calle Rio Navia,43.4067749,-5.8054516,25,32,907,708,0.985426,False
Alto de La Campa,43.4447858,-5.6042635,49,49,1450,1450,1,False
Calle del Conceyin,43.3874334,-5.8124805,30,30,146,146,1,False
Camín de Los Carrozales,43.4862262,-5.7034707,38,38,282,282,1,False
Calle La Caballería,40.4885821,-3.3600754,21,26,49,39,0.99,False
Acceso MuSi,43.5090897,-5.6949084,102,102,640,640,1,False
Camín de Valles,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Padre Montero,43.5398609,-5.6800983,26,26,234,234,1,False
Travesía de La Carbayera,43.5110829,-5.6767469,48,48,971,971,1,False
Camino de Bérbora,43.5303576,-5.6085074,35,35,262,262,1,False
Calle Zumalacárregui,43.540913,-5.6844088,19,25,503,382,0.938054,False
Calle Cienfuegos,43.5353493,-5.6560141,26,35,522,388,0.985337,False
Carretera de Priañes,38.5683683,-6.3507308,76,76,693,693,1,False
Calle Ciriaco Miguel Vigil,43.3590813,-5.8616289,19,28,1138,772,0.98803,False
Travesía de La Corrada,42.8765926,-6.4296966,71,71,668,668,1,False
Calle de Los Rosales,43.5337492,-5.6259875,16,18,253,225,0.738658,True
Calle Corín Tellado,43.5275031,-5.6436122,106,106,552,552,1,False
Federica Montseny,43.542944,-5.6987007,19,25,503,382,0.938054,False
Carretera de Gijón a Langreo,43.5164485,-5.6772165,53,53,1368,1368,1,False
Calle Detras Ebtacion,43.3280278,-5.6427619,24,24,65,65,1,False
Calle Benito Pérez Galdós,-34.7117992,-58.4462306,52,60,554,480,1,False
Calle Candás,43.537991,-5.6686831,28,28,263,263,1,False
Avenida Jaime Álvarez Buylla Menéndez,43.5373999,-5.6849938,54,54,1118,1118,1,False
Camino de la Ferrería,43.4732222,-5.7238154,41,41,837,837,1,False
Parking Begoña,43.5414571,-5.6625925,17,23,421,311,0.984329,False
Camín de la repoblación forestal,43.4918165,-5.5921816,104,104,589,589,1,False
Carretera de El Empalme Avilés,43.5373045,-5.7125139,46,46,56,56,1,False
Calle Raigosu,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Urbanización Pintado,43.3891526,-5.8207149,25,32,907,708,0.984975,False
"Calle M ""Maquinistas""",43.4848389,-5.6557204,37,37,77,77,1,False
Travesía 3 de Isidoro Acevedo,43.5465808,-5.7053885,73,73,663,663,1,False
Calle Covadonga,43.5390419,-5.6608673,16,23,447,311,0.984329,False
Calle Ingeniero Fernando Casariego,43.3094638,-5.6950746,51,51,950,950,1,False
Plaza de la Cruz Roja,37.9821928,-1.1262022,26,26,382,382,1,False
Los Ciruelos,22.910901,-109.8686675,45,45,457,457,1,False
Travesía de Fernando Poo,38.2508009,-6.3063757,54,54,1107,1107,1,False
Calle Vega de Abajo,43.3113337,-5.6818399,51,51,950,950,1,False
Calle María Nieves Salaverri,28.43284,-16.4599541,35,35,1285,1285,1,False
Camino de la Ería,43.5164849,-5.7142233,117,117,194,194,1,False
Camín del Xial,43.458737,-5.7560442,100,100,636,636,1,False
Calle Bruselas,36.7444657,-3.5282846,44,44,216,216,1,False
Profesor Pérez Pimentel,43.5330962,-5.627573,36,36,347,347,1,False
Calle Gozón,43.6134942,-5.7929368,32,32,226,226,1,False
Calle Nisal,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle Fontán,20.4955865,-103.3474519,30,34,456,402,0.94891,False
Cruce a Granda,43.4964242,-5.6699066,49,49,209,209,1,False
Antiguo tramo SI-14,42.7605788,13.7450182,43,43,398,398,1,False
Salia,39.4342846,-0.5043757,47,60,119,93,0.98,False
Acceso a Estación de Servicio,-34.5128084,-58.5214562,31,31,91,91,1,False
Las Acacias,43.5385754,-5.6133574,44,44,552,552,1,False
Accesu a San Pedro de Nora,16.8728158,-96.6773268,25,25,2345,2345,1,False
Hospitalización,43.545229,-5.6619245,29,29,169,169,1,False
Antiguo ferrocarril minero,37.7787066,-6.8456407,77,77,1374,1374,1,False
Plaza Olímpica,40.3211657,-3.7628881,78,78,85,85,1,False
Cai de Goya,43.5244756,-5.6741674,25,32,445,348,0.997828,False
Camín de los Llosos,43.4862262,-5.7034707,38,38,282,282,1,False
El Puente Vieyu,43.4972256,-5.6480586,49,49,1450,1450,1,False
Barriu San Antonio de Doni,43.3030644,-5.7075097,97,97,77,77,1,False
Travesía Tarantela,43.5905677,-5.7672844,43,43,599,599,1,False
Calle José Manuel Nebot,43.3695603,-5.8810004,53,53,613,613,1,False
Calle Segovia,43.5418433,-5.663305,16,23,447,311,0.989084,False
Calle de la Amargura,41.509726,-5.7429481,30,30,395,395,1,False
Camín de Les Cabañes a La Xerruca,43.4723979,-5.7106275,41,41,837,837,1,False
Accesu sentíu Lluanco,43.5386854,-5.6689917,28,28,263,263,1,False
Calle I,43.4853531,-5.654068,36,36,914,914,1,False
Carretera San Julián de Bimenes - Carbayín Alto,21.115703,-102.1563468,33,33,2471,2471,1,False
Carretera a Forfontía,43.4706353,-5.724518,62,62,840,840,1,False
Camín de Santa María,43.5333558,-5.6651751,25,32,445,348,0.997828,False
Calle Muñoz Degraín,36.7057066,-4.4348938,26,34,146,112,1,False
Camín del Cantu la Parada,43.4966973,-5.7990097,112,112,100,100,1,False
Camín del Cascayal,43.458737,-5.7560442,100,100,636,636,1,False
Parque Zapardel,43.5185017,-5.6204479,41,41,683,683,1,False
Calle Los Claveles,43.5273086,-5.6202162,49,49,1147,1147,1,False
Camín de la Facina,43.4795803,-5.7446094,69,69,16,16,1,False
C.R.N. de Enfermedades Neurológicas,42.0917988,-5.2067347,67,67,75,75,1,False
Cruz de la Collada,43.4860365,-5.7598088,100,100,636,636,1,False
Avenida Conde de Guadalhorce,38.5226648,-1.7044426,47,47,866,866,1,False
Camino de la Esperanza,43.3113208,-5.6819303,53,53,1464,1464,1,False
Grupo San Marcos,43.537686,-5.690101,39,39,477,477,1,False
Calle Quintana,43.5260218,-5.6371138,49,49,1147,1147,1,False
Calle Las Flores,-33.269561,-66.306647,38,38,607,607,1,False
Calle La Trainera,43.5305191,-5.7155124,54,54,1118,1118,1,False
Calle del Casino,43.5374461,-5.6393328,35,35,183,183,1,False
Acceso A-8 Villaviciosa - Santander,43.5344401,-5.6447405,24,34,566,399,0.987471,False
Camín de Los Cipreses,43.4862262,-5.7034707,38,38,282,282,1,False
Camino del Salgar,43.5469589,-5.631101,50,50,458,458,1,False
Puente Ronda,36.4959613,-6.264098,33,39,51,43,0.955488,False
Calle Catedrático Adolfo Álvarez-Buylla,43.3580933,-5.8721886,26,26,823,823,1,False
Calle Maestro Cándido Sánchez Gutiérrez,43.3902757,-5.6629574,41,41,224,224,1,False
Camín de Alvarín,43.4850737,-5.6199934,49,49,1450,1450,1,False
Decathlon,43.545229,-5.6619245,29,29,169,169,1,False
Camín de la Canterona,43.4795803,-5.7446094,69,69,16,16,1,False
Camin de Zampuca,43.4792535,-5.7460326,100,100,636,636,1,False
Carretera Campa de Torres,43.5551564,-5.7100732,42,42,462,462,1,False
La Pereda de los Catalanes,43.3500105,-5.8538918,62,62,57,57,1,False
Calle Blanca de los Ríos,43.5424776,-5.6649552,29,29,169,169,1,False
Calle Galán,43.5304417,-5.6474562,24,34,566,399,0.987471,False
Calle de Las Casetas,41.4810551,0.8238241,65,65,1106,1106,1,False
Calle Carroceu,-37.8430992,-57.5036199,72,72,1148,1148,1,False
Calle La Sota,43.4672692,-3.5989573,66,66,663,663,1,False
Calle Catedrático Noel Llopis Lladó,43.3595084,-5.8726192,26,26,823,823,1,False
Plaza Centro,43.5037862,-5.750175,117,117,194,194,1,False
Urbanización Jardín del Principado,43.5169295,-5.6254317,41,41,683,683,1,False
Calle Austria,43.5383856,-5.7045028,19,25,503,382,0.94147,False
Camino de la Ronda,41.5938025,-4.7225529,95,95,210,210,1,False
